payload,label
<dIv onload=alERT(1)>,1
<IMg oNClIcK=ALERt(1)>,1
<diV OnErROr=track()>,0
<sVg oNLoAD=iNiT()>,0
<sVg onClICk=loGevEnT()>,0
<sVG ONLoaD=ALERT(1)>,1
<Img ONeRRor=AleRT(1)>,1
<SVg ONlOad=ALErt(1)>,1
<Svg OnClIcK=INIT()>,0
<div ONErrOR=aLErt(1)>,1
<div oNclICK=INit()>,0
<div OnLOAD=inIT()>,0
<sVg OnerROr=ALeRt(1)>,1
<sVG ONErRor=TraCK()>,0
<imG oNErrOr=tRacK()>,0
<svg onLoAd=ALERt(1)>,1
<SVg oNlOAd=LOgeVent()>,0
<imG oNClICK=TRacK()>,0
<Img ONERroR=aLeRT(1)>,1
<imG ONclick=TrAck()>,0
<DIV OnERroR=lOgevent()>,0
<DiV oncLicK=ALErt(1)>,1
<iMg OnLoaD=tRAck()>,0
<diV onLOaD=iNit()>,0
<SVG onCliCk=alert(1)>,1
<sVG oncLIcK=ALERt(1)>,1
<dIV OnLOad=tRACK()>,0
<sVG ONClick=tRAcK()>,0
jaVaScrIPt:alERt(1),1
<iMg ONLoad=aLERt(1)>,1
<sVg OnLoAD=ALERT(1)>,1
<IMg ONERRor=TraCK()>,0
<iMg OnLOaD=AlErT(1)>,1
<IMg onERror=LOgEveNT()>,0
<img ONclIcK=aLErt(1)>,1
<img oNcLiCK=TRACk()>,0
<Svg ONErRoR=ALErT(1)>,1
<img oNlOad=AleRT(1)>,1
<SvG OnerrOr=aLeRT(1)>,1
<ImG onlOAd=alERT(1)>,1
<iMg onclIcK=lOgeVENT()>,0
<imG onCLIcK=iNit()>,0
<IMG oNcLick=aLert(1)>,1
<Div onERrOr=INit()>,0
<div oNERrOR=TrAcK()>,0
<DIv onclicK=TRACK()>,0
<DIV oNlOAd=aLErT(1)>,1
<SVg ONerror=init()>,0
<iMG ONERROr=AlERT(1)>,1
<sVg oNErrOr=ALERt(1)>,1
<SvG OnLoaD=aLErt(1)>,1
<img src=x onerror='handleError()'>,0
<Div ONlOAd=alErT(1)>,1
<sVg onerrOr=init()>,0
<svG OnLOad=ALerT(1)>,1
<sVg OnLoad=AlErt(1)>,1
<imG onLOAD=INit()>,0
<sVg ONerROR=logeVENt()>,0
<SVg oNLOad=ALeRt(1)>,1
<ImG oNLOaD=AlErT(1)>,1
<iMg OnERrOR=AlerT(1)>,1
<img oNclicK=aLeRt(1)>,1
%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
<DIv OnCLiCk=alERT(1)>,1
<svg ONerRoR=logEVENt()>,0
<svG onCLicK=alERT(1)>,1
<IMG oNerROr=ALerT(1)>,1
<div OnlOAd=alErT(1)>,1
<DIv onload=ALErt(1)>,1
<SVG ONLoaD=tRaCk()>,0
<diV oNerrOR=aLERt(1)>,1
<svG onLOad=iNIt()>,0
<iMg ONclIcK=aLerT(1)>,1
<iMg ONeRrOR=AleRT(1)>,1
<script>console.log('hello')</script>,0
<IMg oncLick=TraCK()>,0
<Img OnloaD=Track()>,0
<iMg onloAD=aLErT(1)>,1
<div ONcliCK=AlErT(1)>,1
<svg oNload=TracK()>,0
<Svg oNCLIck=alERt(1)>,1
<SVG OnlOad=AleRT(1)>,1
<sVG ONCLICK=TRack()>,0
<div oNclICk=aLErT(1)>,1
<DiV onERRor=tRACK()>,0
<DIv onlOAd=ALERT(1)>,1
<IMg ONCliCK=ALerT(1)>,1
<Div OnCLIcK=init()>,0
<imG OnCLicK=ALert(1)>,1
<diV onlOaD=iNit()>,0
<SVG OnClIck=alERt(1)>,1
<div ONError=AleRT(1)>,1
<SVg ONcLIck=aLert(1)>,1
<DIV ONerror=aLeRt(1)>,1
<iMG onERrOr=TRaCK()>,0
<iMg OnLoAD=alERt(1)>,1
<IMG oNLOad=INit()>,0
<IMG OnClIck=LOGeVenT()>,0
<DIv OnclIcK=tRACK()>,0
<iMG onlOaD=ALeRT(1)>,1
<dIv ONlOAD=ALeRt(1)>,1
<svG ONlOaD=inIt()>,0
<Svg OnCLIck=ALerT(1)>,1
<IMG OneRror=AlERt(1)>,1
<DiV OnLoAD=aLerT(1)>,1
<iMG oNERRor=aLERT(1)>,1
<imG ONClick=LogeveNt()>,0
<Svg onLOad=alErT(1)>,1
<Img OnLoAd=TRaCk()>,0
<DiV OnloAd=AlERT(1)>,1
<IMg oNCLiCk=aLeRt(1)>,1
<IMg onErrOr=LoGevent()>,0
<Img onClICk=AlerT(1)>,1
<img ONeRrOr=logeVEnt()>,0
<diV OnlOAd=ALErt(1)>,1
<iMG onCLicK=alERT(1)>,1
<SVG ONCLiCK=inIT()>,0
<IMg OnLOad=lOGEvent()>,0
<ImG oNCLIcK=inIT()>,0
<DiV oNLOAd=aleRt(1)>,1
<Div OnlOaD=Init()>,0
<diV oNLoAD=LOGEveNT()>,0
<div onlOAd=trACK()>,0
<Img oneRrOR=Init()>,0
<IMG ONERRor=TracK()>,0
<DIV ONClICk=tRACk()>,0
<DiV onLOaD=aLert(1)>,1
<Img ONErRor=lOGEVEnT()>,0
<diV onlOaD=InIt()>,0
<DiV OnLoad=ALERT(1)>,1
<Img ONLoAd=AlERt(1)>,1
<DIV oNErrOr=aLErt(1)>,1
<Img oncliCk=INit()>,0
<DIv oncLICK=InIt()>,0
<svg oNLoAd=tRACk()>,0
<Img ONerrOR=aleRt(1)>,1
<IMG ONLoad=LOgEveNt()>,0
<DIV OnclIcK=iNit()>,0
<sVg oNload=tRack()>,0
<iMg onloaD=TRACK()>,0
<svG onCLICk=alErt(1)>,1
<IMG OnlOAD=inIT()>,0
<imG onERROr=AlERt(1)>,1
<DiV ONCLiCk=AleRT(1)>,1
<sVg oncLICk=alErT(1)>,1
<iMG oNloAD=aLERT(1)>,1
<sVG ONClICk=ALERt(1)>,1
<IMG onCLIcK=lOGevenT()>,0
<dIV oNLOAd=InIT()>,0
<DIV OnErRoR=TracK()>,0
<IMG OnERROR=AlErt(1)>,1
<dIv oNLOad=INIt()>,0
<diV ONClick=Alert(1)>,1
%253Cdiv%2520onclick%253D%2527trackClick%2528%2529%2527%253E,0
<Div OnERROR=ALERt(1)>,1
<IMG oNLOAD=INIt()>,0
<svG onload=iNIt()>,0
<DIV onCLiCk=TRaCk()>,0
<iMg oNLoaD=INit()>,0
<img ONCLIck=ALERT(1)>,1
<SVg oncLICk=alErT(1)>,1
<DiV oNerror=TRaCK()>,0
<IMG OnloaD=AleRt(1)>,1
<imG OnERRor=aLErT(1)>,1
<iMg ONERroR=LoGevENt()>,0
<SVG ONCLiCK=aLERt(1)>,1
<sVG onLOAD=alERt(1)>,1
<IMG onerrOr=ALerT(1)>,1
%3Cdiv%20onload%3Dtrack%28%29%3E,0
<dIV onclICk=aLErT(1)>,1
<Img ONloAd=alerT(1)>,1
<img onLoAd=ALeRt(1)>,1
<dIv onError=ALerT(1)>,1
<SvG oNERROR=lOgEVENT()>,0
<DIV ONLoaD=alERT(1)>,1
<Div onLOaD=AlerT(1)>,1
<sVG oncLIcK=ALeRt(1)>,1
<SVg oNCLIck=InIT()>,0
%3Csvg%20onerror%3DlogEvent%28%29%3E,0
<dIv oNCliCk=Init()>,0
<Svg oNCLICk=aLErt(1)>,1
<DIv oneRrOR=ALert(1)>,1
<svg oncLICk=AleRT(1)>,1
<Div ONcliCk=TracK()>,0
%3Cimg%20onerror%3Dinit%28%29%3E,0
<diV ONERROr=TRACK()>,0
<DIv oncLiCk=ALERT(1)>,1
<Svg OnERrOR=iNIT()>,0
<ImG oNlOAD=trACK()>,0
<SVg oNerror=inIT()>,0
<dIv oncLicK=aLeRt(1)>,1
<iMG oNcLIck=aLERt(1)>,1
<DIV ONError=AleRT(1)>,1
<iMG oNerRor=aLERT(1)>,1
<sVG OnErROr=aLeRT(1)>,1
<IMg OnCLIck=INIt()>,0
<img oncliCk=aLert(1)>,1
<iMG onError=aleRt(1)>,1
<sVG oNloAd=iNiT()>,0
<div OnCLIck=ALErt(1)>,1
<DIV oNCLiCK=aleRT(1)>,1
<sVG oNClIck=Track()>,0
<Svg onload=iniT()>,0
<imG Onclick=INIt()>,0
<IMG ONeRROr=aLErT(1)>,1
<IMg oNlOAD=INiT()>,0
<dIv onerrOR=AlERt(1)>,1
<ImG ONClICk=aLERt(1)>,1
<DIV ONerRoR=lOGevENt()>,0
<img OnclicK=traCk()>,0
<Img ONclICK=alErt(1)>,1
<imG ONclIcK=aLErt(1)>,1
<DiV ONlOaD=alerT(1)>,1
<iMg ONlOad=ALErT(1)>,1
<DIV ONeRroR=aLeRT(1)>,1
<IMG OnErroR=alERt(1)>,1
<iMg OnERRor=ALeRt(1)>,1
<IMG oNCLiCK=aLERt(1)>,1
<dIv ONerROr=Init()>,0
<sVg onLoaD=alERT(1)>,1
<SVG oncLiCk=aLErt(1)>,1
<diV oncLicK=traCK()>,0
<imG oNlOad=iNIT()>,0
<svG ONlOAD=Alert(1)>,1
<sVG OnloaD=aLErt(1)>,1
<sVG ONerROr=aLErt(1)>,1
<DiV OnlOaD=LoGeVEnT()>,0
<iMg oNerROr=INit()>,0
<Svg oNCLIcK=AlErT(1)>,1
<iMG oNERrOR=INIt()>,0
<Img oNLoAd=trACK()>,0
<DIv oNClIck=TRACK()>,0
<dIV ONLoAD=aLERT(1)>,1
<Div onLoaD=aleRT(1)>,1
<SvG OneRROr=AlerT(1)>,1
<SvG OnERRoR=INit()>,0
%253Cimg%2520onload%253DlogEvent%2528%2529%253E,0
<Img oNCLICK=aLErT(1)>,1
<Img onCLICK=aLErT(1)>,1
<imG onlOAD=IniT()>,0
<SvG OnErroR=LOGEVeNt()>,0
<IMg ONErrOr=aLERT(1)>,1
<iMg onClIcK=loGEVENT()>,0
<DIv>heLLO</DiV>,0
<DIV ONLOaD=tRacK()>,0
<sVG onCliCK=TraCK()>,0
<iMG onERROR=IniT()>,0
<sVg onerRoR=aLErt(1)>,1
<SVG ONerroR=InIT()>,0
<DIv oNerrOR=ALert(1)>,1
<Img ONLOad=aLERt(1)>,1
<SVG ONlOad=AlErt(1)>,1
<SVG ONLOAd=ALeRT(1)>,1
<DIv ONclick=INit()>,0
<Div oncLIcK=ALErt(1)>,1
<SVG oNClIck=InIt()>,0
<IMg OnErroR=aLeRT(1)>,1
<Div OnclIcK=alErt(1)>,1
<img onload=ALeRt(1)>,1
<SvG ONloaD=INIT()>,0
<Img oNLOAD=iNIT()>,0
<iframe srcdoc='<script>alert(1)</script>'>,1
<DIv ONCLick=init()>,0
<IMg onErRor=aLeRT(1)>,1
<ImG onLOAD=tRAcK()>,0
%3Cdiv%20onload%3Dinit%28%29%3E,0
<Img ONLOaD=AlErt(1)>,1
<img onLOAD=INiT()>,0
<imG ONLoAd=TRack()>,0
<DIv OnclicK=tRAck()>,0
<dIV ONerroR=InIT()>,0
<SVg ONcLiCk=LogEVent()>,0
<Div ONcLiCK=AlerT(1)>,1
<SVG ONCLICk=INIT()>,0
<DIv onlOAd=ALErT(1)>,1
<svG onclicK=iNiT()>,0
<Div Onerror=loGeveNt()>,0
<div oNErRoR=AlErt(1)>,1
<svG ONCLick=AlERT(1)>,1
<ImG OncLiCk=TrAck()>,0
<IMg OnLoAD=AlERt(1)>,1
<sVg onLoad=ALERt(1)>,1
<diV OnCLICK=IniT()>,0
<DIv ONerrOr=aleRt(1)>,1
<Svg ONerRor=LOgEVEnt()>,0
<div onError=TRacK()>,0
<SvG oneRrOR=alerT(1)>,1
<svg onerror=alert(1)>,1
<dIv ONLOAd=TRAck()>,0
<imG ONeRrOR=INit()>,0
<iMG oNERRoR=AleRt(1)>,1
<iMg onerRor=alERT(1)>,1
<div onlOAD=aLERt(1)>,1
<sVg OnERRor=alERt(1)>,1
<DIv oNLoAd=aLerT(1)>,1
<DIv ONloAd=trACk()>,0
<SVg oNLOaD=LOGEvEnt()>,0
<DIV onerrOR=INit()>,0
<img onclick=track()>,0
<iMg oNCLiCK=ALERt(1)>,1
<SVG ONLoad=ALErt(1)>,1
<IMG onERROR=aLErT(1)>,1
<svg ONclick=TRACk()>,0
<Div OnerRoR=aLERt(1)>,1
<iMG OnCLICk=lOgEvEnT()>,0
<iMg OncLiCK=tRAcK()>,0
<Div oneRROR=LOgeVeNt()>,0
<SVg OnErRor=lOgEveNt()>,0
<img ONlOAD=LoGEVeNt()>,0
<Svg oNcliCk=TRACk()>,0
<svg oNerRor=InIT()>,0
<iMg ONerroR=aLeRt(1)>,1
<DiV ONlOAd=INiT()>,0
<DiV onloAd=ALERT(1)>,1
<SVg onclIck=TRaCK()>,0
<IMg ONClICK=lOGeveNt()>,0
<SVG OnERroR=alERT(1)>,1
<SvG oNError=aLeRt(1)>,1
<Img OnlOAD=ALERT(1)>,1
<Svg OnCLiCK=Track()>,0
<img onERRoR=AleRT(1)>,1
<diV oNClIcK=traCk()>,0
<diV OnErRoR=AlErT(1)>,1
<dIV ONerroR=ALErT(1)>,1
<iMG oNClICk=ALeRT(1)>,1
<iMG oNcLick=aLerT(1)>,1
<DIv onLOAD=TRACK()>,0
<dIV OncLick=LOgEVENT()>,0
<ImG oNERror=alERT(1)>,1
<SVg ONeRrOr=AlerT(1)>,1
<imG OncLICk=AlerT(1)>,1
<dIV oNCLICK=TRACk()>,0
<sVg ONCliCK=iNIt()>,0
<ImG ONLoAD=aLeRT(1)>,1
%3Cdiv%3EHello%3C/div%3E,0
<DiV ONCliCk=alert(1)>,1
<svg OnerROr=aLeRT(1)>,1
<img ONLoaD=InIT()>,0
<imG ONCLicK=alErT(1)>,1
<div oncLiCK=ALeRt(1)>,1
<SvG onerROr=iNiT()>,0
<svg ONLOAd=ALert(1)>,1
<sVG OnCLICK=TrACK()>,0
<SVg ONclIcK=ALert(1)>,1
<sVG onCLiCk=tRacK()>,0
<iMg oNerRoR=inIT()>,0
<dIV oNlOad=InIT()>,0
<img OnerRor=INIT()>,0
<iMG ONCLiCk=loGEVEnT()>,0
<diV Onload=aLeRt(1)>,1
<iMg ONcLick=ALErT(1)>,1
<iMG OnlOAD=TRACK()>,0
<iMG oNerroR=lOGEVENT()>,0
<Img ONClicK=lOGEveNt()>,0
<DIV ONLoAd=INIt()>,0
<dIV oncLiCk=Track()>,0
<sVG ONerrOr=Alert(1)>,1
<IMG OnerROr=LoGevEnT()>,0
<Svg OnLoAD=aLeRT(1)>,1
<Div oNLoad=trACK()>,0
<div OnERrOR=ALert(1)>,1
<IMg OnError=ALErt(1)>,1
<dIV ONlOad=AlErt(1)>,1
<imG oneRrOr=AleRT(1)>,1
<DIv ONloAd=tracK()>,0
<IMg oNCLick=TRacK()>,0
<sVG OnlOAd=alErT(1)>,1
<dIv oNlOad=LoGevENt()>,0
<div OneRRor=INiT()>,0
<imG ONClICk=aLErT(1)>,1
<IMg onERroR=aLeRt(1)>,1
<DIV onCLick=AlErt(1)>,1
<SVg oneRrOR=aLERt(1)>,1
<img OnclICk=logEVEnT()>,0
<div ONcLICk=AlErT(1)>,1
<svg oNLOAd=AleRt(1)>,1
<img oNClicK=traCK()>,0
<img OnERRor=AleRt(1)>,1
<DIV ONeRRoR=ALeRt(1)>,1
<DiV onloaD=alERT(1)>,1
<IMG ONLOaD=INIT()>,0
<sVG oNLOaD=LogeveNT()>,0
<DiV onLoad=AleRT(1)>,1
<DiV OnerroR=loGeVeNT()>,0
<ImG oNLOad=ALeRt(1)>,1
<SVg OnClIck=aLERt(1)>,1
<Svg ONErroR=aLert(1)>,1
<iMG oNclICK=alERT(1)>,1
<SVg onLOAd=trACK()>,0
<IMG OnerroR=aleRT(1)>,1
<SVG onLOAD=ALeRt(1)>,1
<svg onclicK=aLErt(1)>,1
<SVG oNerror=aLErt(1)>,1
<Img oNERROr=aleRt(1)>,1
<img onlOaD=INit()>,0
<IMG oNCLICK=LOgeVEnt()>,0
<Svg onErRor=TRAcK()>,0
<dIv OnCLIcK=ALerT(1)>,1
<svg oNCLIcK=iniT()>,0
<Img ONloaD=AlErT(1)>,1
<diV OneRRor=ALeRt(1)>,1
<imG onclicK=iniT()>,0
<sVG OncLIcK=logEVeNT()>,0
<SVg oNErrOR=track()>,0
<Img OnerrOr=ALERt(1)>,1
<SVG oNcLICk=ALert(1)>,1
<Svg oNlOAd=AlERt(1)>,1
<iMg onErroR=alert(1)>,1
<IMG ONERROr=Init()>,0
<svG oNERrOr=INiT()>,0
%253Cdiv%2520onerror%253Dalert%25281%2529%253E,1
<Svg ONerRoR=AleRt(1)>,1
<Div OnLOAD=logEVEnT()>,0
<div OnLOaD=iNiT()>,0
<IMG ONlOAD=iniT()>,0
<IMg OneRRor=TrAck()>,0
<iMG oNlOAD=INIT()>,0
<sVG onClicK=AlErT(1)>,1
<svg ONerroR=LOgEVent()>,0
<svg ONERROR=loGeveNt()>,0
<IMg OnloaD=Alert(1)>,1
<dIV ONeRRoR=lOgEveNt()>,0
<DIV onlOaD=iNIt()>,0
<Img oNlOAD=iNIt()>,0
<svG oNcliCk=alERt(1)>,1
<IMG ONclIcK=alErt(1)>,1
<sVG ONerROR=aLERt(1)>,1
<SvG ONLoAD=tRAcK()>,0
<SVG onERROr=init()>,0
<svG OncLIcK=lOGEvENT()>,0
<Div OnCLIcK=loGEVEnt()>,0
<imG OnERroR=iNiT()>,0
<sVg onlOAD=TRAck()>,0
<SVG OnLoad=AlErt(1)>,1
<SVg oNERROr=trACK()>,0
<div onClicK=AlErT(1)>,1
<Div ONlOAd=ALerT(1)>,1
<img oNLoaD=LoGEvenT()>,0
<diV ONLoad=ALert(1)>,1
<dIV ONERrOr=iNIT()>,0
<ImG oNLOad=IniT()>,0
<dIv oNcLiCk=alerT(1)>,1
<DIV onlOaD=Init()>,0
<ImG OneRrOR=logeVENT()>,0
<iMg oNERRor=ALeRT(1)>,1
<svg OnloAD=LOGevENT()>,0
<Svg ONLOaD=ALeRT(1)>,1
<DIv ONloaD=AlERt(1)>,1
<DiV ONcLIcK=INIt()>,0
<iMg ONcLiCk=AlERt(1)>,1
<imG Onclick=ALERT(1)>,1
<svG OnclICk=AleRt(1)>,1
<svG oNCLicK=ALERt(1)>,1
<SvG ONERROR=alERt(1)>,1
<SVg oncliCk=tRaCK()>,0
<svg oNerrOR=TRaCk()>,0
<dIv ONError=alErt(1)>,1
<sVg onLOad=lOGEvENt()>,0
<Div ONCLick=TrACK()>,0
<Svg oNclIcK=ALerT(1)>,1
<diV oNCLiCk=lOgeVENt()>,0
<dIv onlOaD=AlErt(1)>,1
<sVg oneRrOR=ALERt(1)>,1
<svG OnClicK=inIT()>,0
<svG OnClIcK=ALERT(1)>,1
<dIv oNlOaD=alERT(1)>,1
<IMG onerRor=alErT(1)>,1
<ImG oNCLIcK=LOGeVeNt()>,0
<SVG onloAD=AleRT(1)>,1
<imG ONLoAD=AlerT(1)>,1
<SvG OnCliCk=AlERt(1)>,1
<sVg OnERRor=TRack()>,0
<dIV oNErROR=ALert(1)>,1
<svg OnLoad=TrAck()>,0
<IMG oNcLicK=AlErt(1)>,1
<IMG oNCLIcK=TRACK()>,0
<iMG OnLoad=aLErt(1)>,1
<sVG oNClick=tRACk()>,0
<sVG ONERRoR=tRaCk()>,0
<Img ONERrOr=alErt(1)>,1
<DiV OnerROr=aleRt(1)>,1
<sVg ONloAD=iNIT()>,0
<SVG ONlOad=ALert(1)>,1
<svg ONeRROr=inIt()>,0
<sVG onloAd=loGevent()>,0
<iMg ONClICK=init()>,0
<DiV oNcLIck=AlErt(1)>,1
<dIv oNCLick=ALeRt(1)>,1
<iMG OnerRor=lOgEVenT()>,0
<DIV onCLIck=ALeRt(1)>,1
<SVg oNloAd=logEvenT()>,0
<dIV oNloAD=TrACk()>,0
<Div onLoAd=ALErT(1)>,1
<IMG OncLICK=alErT(1)>,1
<DIv ONload=InIt()>,0
<svg oNClicK=LOgevEnt()>,0
<SVG ONeRrOr=lOGEVENT()>,0
<iMG ONLoAd=TRack()>,0
<div oncLiCK=IniT()>,0
<diV ONcliCk=logEvENt()>,0
<svg onload=TrACk()>,0
<DIv oNLoad=INIT()>,0
<DiV OnLoaD=tRaCK()>,0
<Img OnLoAD=LOGeVENt()>,0
<sVG onclicK=AlERT(1)>,1
<DIV ONLoAD=lOgEvent()>,0
<dIv oNcLicK=InIT()>,0
<ImG OnLOAD=AleRT(1)>,1
<diV ONclICK=AleRt(1)>,1
<Img oNClIck=loGEVeNt()>,0
<SVG oNClicK=tRacK()>,0
<SVg onclIck=LOgEvenT()>,0
<IMG ONcLiCK=alerT(1)>,1
<Div onerROR=ALERT(1)>,1
<SVG ONlOaD=alERT(1)>,1
<DiV oNerrOr=alErT(1)>,1
<imG onLOAd=TRaCk()>,0
<iMG ONeRROr=LogeveNT()>,0
<SVG onErRoR=aleRT(1)>,1
<DiV ONloAd=alert(1)>,1
<Svg oNErRor=LogeVenT()>,0
<svG oNClICK=iNit()>,0
<Img sRc=x oNErROr=AlErt(1)>,1
<dIV onERrOr=ALeRT(1)>,1
<ImG OneRror=alErt(1)>,1
<imG oNlOaD=AlErt(1)>,1
<iMG OncliCk=TrACk()>,0
<Img OnlOaD=InIt()>,0
<Div oncLiCk=aLert(1)>,1
<DIV oNerror=TRAcK()>,0
<svG ONlOAD=ALErt(1)>,1
<Svg oNloAd=LoGevent()>,0
<dIv OncLICK=INit()>,0
<Div onERROR=AlERT(1)>,1
<Img onload=iNit()>,0
<SvG ONlOaD=LogeveNt()>,0
<iMg OneRRoR=aLeRt(1)>,1
<dIv onLoaD=TRaCK()>,0
<svG OnERrOR=aleRT(1)>,1
<svg OnERROr=aLeRT(1)>,1
<sVg ONcliCK=INiT()>,0
<SvG oNCLicK=LOgEVENT()>,0
<dIV ONERrOR=ALerT(1)>,1
<SVg OneRROR=ALerT(1)>,1
<dIV OnlOad=AlERT(1)>,1
<svG ONCLICk=INIT()>,0
<imG oNCLIcK=aleRt(1)>,1
<DIv OnclicK=AlErt(1)>,1
<dIV ONErROR=ALert(1)>,1
<ImG onlOAd=trACK()>,0
<dIV onclICK=logEVenT()>,0
<iMg oNcLiCk=iNIt()>,0
