Unnamed: 0,payload,label,len,pred,prob
1696,"</span> <span class=""reference-text""><cite class=""citation web"">maschafilm. <a rel=""nofollow"" class=""external text"" href=""http://www.plugandpray-film.de/en/content.html"">""content: plug & pray film – artificial intelligence – robots -"" </a>. <i>plugandpray-film.de </i>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20160212040134/http://www.plugandpray-film.de/en/content.html"">archived </a> from the original on 12 february 2016. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=unknown&rft.jtitle=plugandpray-film.de&rft.atitle=content:+plug+&+pray+film+–+artificial+intelligence+–+robots+-&rft.au=maschafilm&rft_id=http://www.plugandpray-film.de/en/content.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,808,1,0.7715039199290968
1804,"ya<li><cite id=""citerefhenderson2007"" class=""citation news"">henderson, mark (24 april 2007). <a rel=""nofollow"" class=""external text"" href=""http://www.thetimes.co.uk/tto/technology/article1966391.ece"">""human rights for robots? we're getting carried away"" </a>. <i>the times online </i>. london. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.jtitle=the+times+online&rft.atitle=human+rights+for+robots?+we're+getting+carried+away&rft.date=2007-04-24&rft.aulast=henderson&rft.aufirst=mark&rft_id=http://www.thetimes.co.uk/tto/technology/article1966391.ece&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">ya",0,683,1,0.6731172412385987
1857,"HZwToE</span> <span class=""reference-text""><cite class=""citation news"">senthilingam, meera (12 may 2016). <a rel=""nofollow"" class=""external text"" href=""http://www.cnn.com/2016/05/12/health/robot-surgeon-bowel-operation/"">""are autonomous robots your next surgeons?"" </a>. <i>cnn </i>. cable news network. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161203154119/http://www.cnn.com/2016/05/12/health/robot-surgeon-bowel-operation"">archived </a> from the original on 3 december 2016<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">4 decemberHZwToE",0,595,1,0.6662367356171074
2076,"<li><cite id=""citerefdowehajek1997"" class=""citation journal"">dowe, d. l.; hajek, a. r. (1997). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20110628194905/http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">""a computational extension to the turing test"" </a>. <i>proceedings of the 4th conference of the australasian cognitive science society </i>. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">the original </a> on 28 june 2011. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.jtitle=proceedings+of+the+4th+conference+of+the+australasian+cognitive+science+society&rft.atitle=a+computational+extension+to+the+turing+test&rft.date=1997&rft.aulast=dowe&rft.aufirst=d.+l.&rft.au=hajek,+a.+r.&rft_id=http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,1023,1,0.7201022105443381
2111,"<li><cite id=""citerefaleksander1995"" class=""citation book""><a href=""/wiki/igor_aleksander"" title=""igor aleksander"">aleksander, igor </a> (1995). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/19970302014628/http://www.ee.ic.ac.uk/research/neural/publications/iwann.html""><i>artificial neuroconsciousness: an update </i> </a>. iwann. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.ee.ic.ac.uk/research/neural/publications/iwann.html"">the original </a> on 2 march 1997. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&rft.btitle=artificial+neuroconsciousness:+an+update&rft.pub=iwann&rft.date=1995&rft.aulast=aleksander&rft.aufirst=igor&rft_id=http://www.ee.ic.ac.uk/research/neural/publications/iwann.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,873,1,0.7290032633013183
2344,"</span> <span class=""reference-text""><cite class=""citation news""><a rel=""nofollow"" class=""external text"" href=""http://discovermagazine.com/2017/april-2017/cultivating-common-sense"">""cultivating common sense | discovermagazine.com"" </a>. <i>discover magazine </i>. 2017<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">24 march",0,344,1,0.40909290111320945
2380,"</span>. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.btitle=artificial+intelligence+at+edinburgh+university:+a+perspective&rft.date=1994-11&rft.aulast=howe&rft.aufirst=j.&rft_id=http://www.inf.ed.ac.uk/about/aihistory.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,351,1,0.4090184982020623
2495,"</span> <span class=""reference-text""><cite class=""citation book"">mead, carver a.; ismail, mohammed (8 may 1989). <a rel=""nofollow"" class=""external text"" href=""http://fennetic.net/irc/christopher r. carroll carver mead mohammed ismail analog vlsi implementation of neural systems.pdf""><i>analog vlsi implementation of neural systems </i> </a> <span class=""cs1-format"">(pdf)",0,372,1,0.42463168152769964
2832,"<li><cite id=""citerefskillings2006"" class=""citation web"">skillings, jonathan (3 july 2006). <a rel=""nofollow"" class=""external text"" href=""http://news.cnet.com/getting-machines-to-think-like-us/2008-11394_3-6090207.html"">""getting machines to think like us"" </a>. <i>cnet </i><span class=""reference-accessdate"">. retrieved <span class=""nowrap"">3 february",0,352,1,0.6643843092192946
3131,"<li><cite id=""citerefbbc_news2006"" class=""citation news""><a rel=""nofollow"" class=""external text"" href=""http://news.bbc.co.uk/2/hi/technology/6200005.stm"">""robots could demand legal rights"" </a>. <i>bbc news </i>. 21 december 2006<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">3 february",0,307,1,0.5958536836066414
3200,"<li><cite id=""citerefmaker2006"" class=""citation web"">maker, meg houston (2006). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20070103222615/http://www.engagingexperience.com/2006/07/ai50_ai_past_pr.html"">""ai@50: ai past, present, future"" </a>. dartmouth college. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.engagingexperience.com/2006/07/ai50_ai_past_pr.html"">the original </a> on 3 january 2007<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">16 october",0,529,1,0.7489122030087775
3236,"</span> <span class=""reference-text""><cite class=""citation web"">maloof, mark. <a rel=""nofollow"" class=""external text"" href=""http://people.cs.georgetown.edu/~maloof/cosc270.f17/cosc270-intro-handout.pdf"">""artificial intelligence: an introduction, p. 37"" </a> <span class=""cs1-format"">(pdf)",0,288,1,0.4834296731213168
3551,"</span> <span class=""reference-text""><cite class=""citation news""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20161118165842/http://fsroundtable.org/cto-corner-artificial-intelligence-use-in-financial-services/"">""cto corner: artificial intelligence use in financial services – financial services roundtable"" </a>. <i>financial services roundtable </i>. 2 april 2015. archived from <a rel=""nofollow"" class=""external text"" href=""http://fsroundtable.org/cto-corner-artificial-intelligence-use-in-financial-services/"">the original </a> on 18 november 2016<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">18 november",0,659,1,0.5872707326043467
3580,"<li><cite id=""citerefmccorduck2004"" class=""citation""><a href=""/wiki/pamela_mccorduck"" title=""pamela mccorduck"">mccorduck, pamela </a> (2004), <a rel=""nofollow"" class=""external text"" href=""http://www.pamelamc.com/html/machines_who_think.html""><i>machines who think </i> </a> (2nd ed.), natick, ma: a. k. peters, ltd., <a href=""/wiki/international_standard_book_number"" title=""international standard book number"">isbn </a> <a href=""/wiki/special:booksources/1-56881-205-1"" title=""special:booksources/1-56881-205-1""><bdi>1-56881-205-1 </bdi> </a> </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&rft.btitle=machines+who+think&rft.place=natick,+ma&rft.edition=2nd&rft.pub=a.+k.+peters,+ltd.&rft.date=2004&rft.isbn=1-56881-205-1&rft.aulast=mccorduck&rft.aufirst=pamela&rft_id=http://www.pamelamc.com/html/machines_who_think.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,940,1,0.5190518552246762
3634,"<li><cite id=""citerefmccarthy2007"" class=""citation web""><a href=""/wiki/john_mccarthy_(computer_scientist)"" title=""john mccarthy (computer scientist)"">mccarthy, john </a> (12 november 2007). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20151118212402/http://www-formal.stanford.edu/jmc/whatisai/whatisai.html"">""what is artificial intelligence?"" </a>. archived from <a rel=""nofollow"" class=""external text"" href=""http://www-formal.stanford.edu/jmc/whatisai/whatisai.html"">the original </a> on 18 november 2015. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.btitle=what+is+artificial+intelligence?&rft.date=2007-11-12&rft.aulast=mccarthy&rft.aufirst=john&rft_id=http://www-formal.stanford.edu/jmc/whatisai/whatisai.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,871,1,0.6375794347281051
3647,"<li><cite id=""citerefrajani2011"" class=""citation journal"">rajani, sandeep (2011). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20130118095844/http://www.csjournals.com/ijitkm/pdf 4-1/35.sandeep rajani.pdf"">""artificial intelligence – man or machine"" </a> <span class=""cs1-format"">(pdf)",0,313,1,0.7061310710145134
3740,"</span>. <i>international journal of information technology and knowledge management </i>. <b>4 </b> (1): 173–176. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.csjournals.com/ijitkm/pdf 4-1/35.sandeep rajani.pdf"">the original </a> <span class=""cs1-format"">(pdf)",0,287,1,0.6295973184366662
3854,"</span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://www.fastcompany.com/3041007/fast-feed/elon-musk-is-donating-10m-of-his-own-money-to-artificial-intelligence-research"">""elon musk is donating $10m of his own money to artificial intelligence research"" </a>. <i>fast company </i>. 15 january 2015. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20151030202356/http://www.fastcompany.com/3041007/fast-feed/elon-musk-is-donating-10m-of-his-own-money-to-artificial-intelligence-research"">archived </a> from the original on 30 october 2015<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 october",0,704,1,0.7110804915460792
3874,"</span> – via victoria university of wellington. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.jtitle=the+press&rft.atitle=darwin+among+the+machines&rft.date=1863-06-13&rft.aulast=butler&rft.aufirst=samuel&rft_id=http://www.nzetc.org/tm/scholarly/tei-butfir-t1-g1-t1-g1-t4-body.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,412,1,0.563560969831163
3958,"</span> on 26 september 2007. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.jtitle=ai+magazine&rft.atitle=a+(very)+brief+history+of+artificial+intelligence&rft.pages=53-60&rft.date=2005&rft.aulast=buchanan&rft.aufirst=bruce+g.&rft_id=http://www.aaai.org/aitopics/assets/pdf/aimag26-04-016.pdf&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,422,1,0.4902363482174557
3975,"free document hosting provided by <a href=""http://www.readthedocs.org"">read the docs</a>.",0,89,1,0.45250717765361603
3992,"<li><cite id=""citerefsearle1980"" class=""citation journal""><a href=""/wiki/john_searle"" title=""john searle"">searle, john </a> (1980). <a rel=""nofollow"" class=""external text"" href=""http://cogprints.org/7150/1/10.1.1.83.5248.pdf"">""minds, brains and programs"" </a> <span class=""cs1-format"">(pdf)",0,290,1,0.47716491646669734
4077,"</span> <span class=""reference-text""><cite class=""citation web"">administrator. <a rel=""nofollow"" class=""external text"" href=""http://www.i-programmer.info/news/105-artificial-intelligence/2176-kinects-ai-breakthrough-explained.html"">""kinect's ai breakthrough explained"" </a>. <i>i-programmer.info </i>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20160201031242/http://www.i-programmer.info/news/105-artificial-intelligence/2176-kinects-ai-breakthrough-explained.html"">archived </a> from the original on 1 february 2016. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=unknown&rft.jtitle=i-programmer.info&rft.atitle=kinect's+ai+breakthrough+explained&rft.au=administrator&rft_id=http://www.i-programmer.info/news/105-artificial-intelligence/2176-kinects-ai-breakthrough-explained.html&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,930,1,0.6941315753361246
4503,"<ul><li><a href=""#citerefpoolemackworthgoebel1998"">poole, mackworth & goebel 1998 </a>, <a rel=""nofollow"" class=""external text"" href=""http://people.cs.ubc.ca/~poole/ci/ch1.pdf"">p. 1 </a>, which provides the version that is used in this article. note that they use the term ""computational intelligence"" as a synonym for artificial intelligence. </li>",0,349,1,0.6442225996210879
4737,"</span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://sports.sina.com.cn/go/2016-08-02/doc-ifxunyya3020238.shtml"">""柯洁迎19岁生日 雄踞人类世界排名第一已两年"" </a> (in chinese). may 2017. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170811222849/http://sports.sina.com.cn/go/2016-08-02/doc-ifxunyya3020238.shtml"">archived </a> from the original on 11 august 2017. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.btitle=柯洁迎19岁生日+雄踞人类世界排名第一已两年&rft.date=2017-05&rft_id=http://sports.sina.com.cn/go/2016-08-02/doc-ifxunyya3020238.shtml&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,730,1,0.6589401886104778
4875,"<div role=""main"" class=""document"" itemscope=""itemscope"" itemtype=""http://schema.org/article"">",0,93,1,0.5703079183386356
4947,"</span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://www.techinsider.io/mysterious-artificial-intelligence-company-elon-musk-investment-2015-10"">""the mysterious artificial intelligence company elon musk invested in is developing game-changing smart computers"" </a>. <i>tech insider </i>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20151030165333/http://www.techinsider.io/mysterious-artificial-intelligence-company-elon-musk-investment-2015-10"">archived </a> from the original on 30 october 2015<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 october",0,668,1,0.5811477665470535
4989,"<li>ronald, e. m. a. and sipper, m. <a rel=""nofollow"" class=""external text"" href=""https://drive.google.com/file/d/0b6g3tbmmcpr4vnpox0xxazfnbja/view?usp=sharing"">what use is a turing chatterbox? </a>, communications of the acm, vol. 43, no. 10, pp. 21–23, october 2000. </li>",0,274,1,0.48316740053989776
5092,"</span>. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.jtitle=south+china+morning+post&rft.atitle=will+your+job+still+exist+in+10+years+when+the+robots+arrive?&rft.date=2017&rft_id=http://www.scmp.com/tech/innovation/article/2098164/robots-are-coming-here-are-some-jobs-wont-exist-10-years&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,419,1,0.5736308774310666
5305,"baI<li><cite id=""citerefkismet"" class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://www.ai.mit.edu/projects/humanoid-robotics-group/kismet/kismet.html"">""kismet"" </a>. mit artificial intelligence laboratory, humanoid robotics group<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">25 octoberbaI",0,333,1,0.5131337374045113
5427,"</span> <span class=""reference-text"">ian goodfellow, yoshua bengio, and aaron courville (2016). deep learning. mit press. <a rel=""nofollow"" class=""external text"" href=""http://www.deeplearningbook.org"">online </a> <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20160416111010/http://www.deeplearningbook.org/"">archived </a> 16 april 2016 at the <a href=""/wiki/wayback_machine"" title=""wayback machine"">wayback machine </a>",0,447,1,0.6637239009593783
5434,"</span> <span class=""reference-text""><a href=""/wiki/sepp_hochreiter"" title=""sepp hochreiter"">sepp hochreiter </a> (1991), <a rel=""nofollow"" class=""external text"" href=""http://people.idsia.ch/~juergen/sepphochreiter1991thesisadvisorschmidhuber.pdf"">untersuchungen zu dynamischen neuronalen netzen </a> <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20150306075401/http://people.idsia.ch/~juergen/sepphochreiter1991thesisadvisorschmidhuber.pdf"">archived </a> 6 march 2015 at the <a href=""/wiki/wayback_machine"" title=""wayback machine"">wayback machine </a>, diploma thesis. institut f. informatik, technische univ. munich. advisor: j. schmidhuber.",0,671,1,0.6526139057012417
5476,"<li><cite id=""citerefvan_der_waltbernard2006"" class=""citation web"">van der walt, christiaan; bernard, etienne (2006). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20090325194051/http://www.patternrecognition.co.za/publications/cvdwalt_data_characteristics_classifiers.pdf"">""data characteristics that determine classifier performance"" </a> <span class=""cs1-format"">(pdf)",0,398,1,0.6721569735278049
5661,"</span>. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.jtitle=bbc+news&rft.atitle=robots+could+demand+legal+rights&rft.date=2006-12-21&rft_id=http://news.bbc.co.uk/2/hi/technology/6200005.stm&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,321,1,0.42142004824628015
5987,"QEL<li>ronald, e. m. a. and sipper, m. <a rel=""nofollow"" class=""external text"" href=""https://drive.google.com/file/d/0b6g3tbmmcpr4tfdhsxnfwutlnwc/view?usp=sharing"">intelligence is not enough: on the socialization of talking machines, minds and machines </a>, vol. 11, no. 4, pp. 567–576, november 2001. </li>QEL",0,311,1,0.47751365559989734
6084,"</span>. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=unknown&rft.jtitle=www.igmchicago.org&rft.atitle=robots+and+artificial+intelligence&rft_id=http://www.igmchicago.org/surveys/robots-and-artificial-intelligence&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,332,1,0.4563381450943657
6125,"</span>. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=unknown&rft.jtitle=fast+company&rft.atitle=elon+musk+is+donating+$10m+of+his+own+money+to+artificial+intelligence+research&rft.date=2015-01-15&rft_id=http://www.fastcompany.com/3041007/fast-feed/elon-musk-is-donating-10m-of-his-own-money-to-artificial-intelligence-research&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,446,1,0.4515327320649976
6206,"</span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://www.goratings.org/"">""world's go player ratings"" </a>. may 2017. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170401123616/https://www.goratings.org/"">archived </a> from the original on 1 april 2017. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.btitle=world's+go+player+ratings&rft.date=2017-05&rft_id=http://www.goratings.org/&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,602,1,0.5063703803064116
6397,"<li><cite class=""citation web"">tom simonite (29 december 2014). <a rel=""nofollow"" class=""external text"" href=""http://www.technologyreview.com/news/533686/2014-in-computing-breakthroughs-in-artificial-intelligence/"">""2014 in computing: breakthroughs in artificial intelligence"" </a>. <i>mit technology review </i>. </cite><span title=""ctx_ver=z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=unknown&rft.jtitle=mit+technology+review&rft.atitle=2014+in+computing:+breakthroughs+in+artificial+intelligence&rft.date=2014-12-29&rft.au=tom+simonite&rft_id=http://www.technologyreview.com/news/533686/2014-in-computing-breakthroughs-in-artificial-intelligence/&rfr_id=info:sid/en.wikipedia.org:artificial+intelligence"" class=""z3988"">",0,740,1,0.7229360722845605
6418,"MUzYG<li><cite id=""citereflucas1961"" class=""citation book""><a href=""/wiki/john_lucas_(philosopher)"" title=""john lucas (philosopher)"">lucas, john </a> (1961). ""minds, machines and gödel"". in anderson, a.r. (ed.). <a rel=""nofollow"" class=""external text"" href=""http://users.ox.ac.uk/~jrlucas/godel/mmg.html""><i>minds and machines </i> </a>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20070819165214/http://users.ox.ac.uk/~jrlucas/godel/mmg.html"">archived </a> from the original on 19 august 2007<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 augustMUzYG",0,605,1,0.8434392960779533
