payload,context,exec,length
</pre><body onload=alert(1)>,html_tag,1.0,28
<IMG SRC=x ONERROR=alert(1)>,html_tag,1.0,28
<svg OnLoAd=alert(1)>,html_tag,1.0,21
<svg/onload=alert(String.fromCharCode(49))>,html_tag,1.0,43
<img src=x onerror=alert&#40;1&#41;>,html_tag,1.0,36
<img src=x onerror=alert&#x28;1&#x29;>,html_tag,1.0,38
<svg/onload=alert`XSS`>,html_tag,1.0,23
<img src=x onerror=alert(1)//>,html_tag,1.0,30
<img src=x onerror=alert(1)//,html_tag,1.0,29
<svg/onload=confirm`1`>,html_tag,1.0,23
""" autofocus onfocus=alert(1) x=""",html_attribute,1.0,32
""" onpointerover=alert(1) """,html_attribute,1.0,26
""" onwheel=alert(1) """,html_attribute,1.0,20
""";alert(1);//",script_block,1.0,13
<video src=x onerror=alert(1)>,html_tag,1.0,30
<audio src=x onerror=alert(1)>,html_tag,1.0,30
<meter onmouseover=alert(1)>,html_tag,1.0,28
"<iframe srcdoc=""<script>alert(1)</script>"">",html_tag,1.0,43
<iframe src=javascript:alert(1)>,html_tag,1.0,32
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_tag,1.0,55
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_tag,1.0,46
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_tag,1.0,39
"""><svg/onload=alert(1)>",html_tag,1.0,23
"""><svg/onload=alert(1)>",html_attribute,1.0,23
"""><img src=x onerror=alert(1)>",html_tag,1.0,30
"""><img src=x onerror=alert(1)>",html_attribute,1.0,30
</script><svg/onload=alert(1)>,html_tag,1.0,30
</script><svg/onload=alert(1)>,script_block,1.0,30
</title><svg/onload=alert(1)>,html_tag,1.0,29
</textarea><svg/onload=alert(1)>,html_tag,1.0,32
javascript:alert`1`,url_href,1.0,19
javascript:alert(String.fromCharCode(49)),url_href,1.0,41
javascript:confirm`1`,url_href,1.0,21
javascript:prompt`1`,url_href,1.0,20
"data:text/html,<svg/onload=alert(1)>",url_navigation,1.0,36
hello,html_text,0.0,5
john,html_text,0.0,4
admin_user,html_text,0.0,10
test@example.com,html_text,0.0,16
sam@gmail.com,html_text,0.0,13
3136783421,html_text,0.0,10
id=123,html_text,0.0,6
page=home,html_text,0.0,9
search=laptop,html_text,0.0,13
category=electronics,html_text,0.0,20
sort=price_asc,html_text,0.0,14
C++ programming,html_text,0.0,15
price > 100,html_text,0.0,11
5 < 10,html_text,0.0,6
if (x > y),html_text,0.0,10
AT&T,html_text,0.0,4
R&D department,html_text,0.0,14
<b>hello</b>,html_text,0.0,12
<i>text</i>,html_text,0.0,11
<div>content</div>,html_text,0.0,18
<p>this is paragraph</p>,html_text,0.0,24
world,html_text,0.0,5
test123,html_text,0.0,7
username,html_text,0.0,8
admin,html_text,0.0,5
guest,html_text,0.0,5
abdDEF,html_text,0.0,6
sample_input,html_text,0.0,12
data123,html_text,0.0,7
nothing_here,html_text,0.0,12
safeText,html_text,0.0,8
just_a_string,html_text,0.0,13
randomvalue,html_text,0.0,11
plaininput,html_text,0.0,10
normaltext,html_text,0.0,10
simpledata,html_text,0.0,10
harmless,html_text,0.0,8
example123,html_text,0.0,10
inputdata,html_text,0.0,9
textonly,html_text,0.0,8
<,html_text,0.0,1
>,html_text,0.0,1
<<>>,html_text,0.0,4
<><><>,html_text,0.0,6
<<test>>,html_text,0.0,8
<hello>,html_text,0.0,7
<random>,html_text,0.0,8
<tag>,html_text,0.0,5
<notatag,html_text,0.0,8
tag>,html_text,0.0,4
&lt;,html_text,0.0,4
&gt;,html_text,0.0,4
&amp;,html_text,0.0,5
"""quotes""",html_text,0.0,8
'singlequotes',html_text,0.0,14
"""mixed'quotes""",html_text,0.0,14
(1+1),html_text,0.0,5
{test},html_text,0.0,6
[test],html_text,0.0,6
#hashtag,html_text,0.0,8
<script>,html_text,0.0,8
</script>,html_text,0.0,9
<script>alert</script,html_text,0.0,21
<script>alert</script>,html_text,0.0,22
<script>alert(1),html_text,0.0,16
alert(1),html_text,0.0,8
confirm(1),html_text,0.0,10
prompt(1),html_text,0.0,9
javascript:alert(1),html_text,0.0,19
onerror=alert(1),html_text,0.0,16
onload=alert(1),html_text,0.0,15
<img src=x>,html_text,0.0,11
<svg>,html_text,0.0,5
<iframe>,html_text,0.0,8
<body>,html_text,0.0,6
</body>,html_text,0.0,7
<img src=x onerror>,html_text,0.0,19
<svg onload>,html_text,0.0,12
<a href>,html_text,0.0,8
<video>,html_text,0.0,7
<img src=x onerror=,html_text,0.0,19
<svg onload=,html_text,0.0,12
"<a href=""javascript:"">",html_text,0.0,22
javascript:,html_text,0.0,11
"data:text/html,",html_text,0.0,15
</img>,html_text,0.0,6
<iframe src=>,html_text,0.0,13
<img src>,html_text,0.0,9
<svg/,html_text,0.0,5
<<script>>,html_text,0.0,10
<alert>,html_text,0.0,7
<onload>,html_text,0.0,8
<randomtag>,html_text,0.0,11
</randomtag>,html_text,0.0,12
<img alt=test>,html_text,0.0,14
<a test>,html_text,0.0,8
<tag attribute>,html_text,0.0,15
<tag attribute=value>,html_text,0.0,21
%3Cscript%3E,html_text,0.0,12
%3Cimg%3E,html_text,0.0,9
%3Csvg%3E,html_text,0.0,9
%3Ciframe%3E,html_text,0.0,12
%3Cbody%3E,html_text,0.0,10
%3Calert%3E,html_text,0.0,11
%3Ctest%3E,html_text,0.0,10
%3Ctag%3E,html_text,0.0,9
%3Cdiv%3E,html_text,0.0,9
%3Cspan%3E,html_text,0.0,10
&#60;script&#62;,html_text,0.0,16
&#60;img&#62;,html_text,0.0,13
&#60;svg&#62;,html_text,0.0,13
&#60;iframe&#62;,html_text,0.0,16
&#60;body&#62;,html_text,0.0,14
&#60;tag&#62;,html_text,0.0,13
&#x3C;script&#x3E;,html_text,0.0,18
&#x3C;img&#x3E;,html_text,0.0,15
&#x3C;svg&#x3E;,html_text,0.0,15
&#x3C;iframe&#x3E;,html_text,0.0,18
onmouseover=alert,html_text,0.0,17
onclick=test,html_text,0.0,12
onload=run,html_text,0.0,10
onerror=fail,html_text,0.0,12
href=link,html_text,0.0,9
src=image,html_text,0.0,9
value=test,html_text,0.0,10
type=text,html_text,0.0,9
name=user,html_text,0.0,9
class=box,html_text,0.0,9
style=color,html_text,0.0,11
width=100,html_text,0.0,9
height=200,html_text,0.0,10
alt=image,html_text,0.0,9
title=hello,html_text,0.0,11
placeholder=name,html_text,0.0,16
maxlength=10,html_text,0.0,12
readonly=true,html_text,0.0,13
disabled=false,html_text,0.0,14
hello,html_tag,0.0,5
hello,html_attribute,0.0,5
alert(1),script_block,0.0,8
confirm(1),script_block,0.0,10
prompt(1),script_block,0.0,9
javascript:,url_href,0.0,11
onload=alert(1),html_attribute,0.0,15
onmouseover=alert(1),script_block,0.0,20
onclick=test,html_attribute,0.0,12
onmouseover=alert(1),html_tag,0.0,20
<img src=x onerror=alert(1)>,script_block,0.0,28
<img src=x onerror=alert(1)>,html_attribute,0.0,28
onload=alert(1),script_block,0.0,15
onload=alert(1),html_tag,0.0,15
<img src=x>,html_tag,0.0,11
<img src=x>,html_attribute,0.0,11
<img src=x>,script_block,0.0,11
<svg>,html_tag,0.0,5
<svg>,html_attribute,0.0,5
<svg>,script_block,0.0,5
<iframe>,html_attribute,0.0,8
<iframe>,html_tag,0.0,8
<iframe>,script_block,0.0,8
<body>,html_attribute,0.0,6
<body>,html_tag,0.0,6
<body>,script_block,0.0,6
%3Cscript%3E,html_attribute,0.0,12
%3Cscript%3E,html_tag,0.0,12
%3Cscript%3E,script_block,0.0,12
%3Cscript%3E,url_href,0.0,12
&#60;script&#62;,html_attribute,0.0,16
&#60;script&#62;,html_tag,0.0,16
&#60;script&#62;,script_block,0.0,16
&#60;script&#62;,url_href,0.0,16
&#x3C;script&#x3E;,html_attribute,0.0,18
&#x3C;script&#x3E;,html_tag,0.0,18
&#x3C;script&#x3E;,script_block,0.0,18
&#x3C;script&#x3E;,url_href,0.0,18
<script>alert(1),html_attribute,0.0,16
<script>alert(1),html_tag,0.0,16
<script>alert(1),script_block,0.0,16
<script>alert(1),url_href,0.0,16
<img src=x onerror=,html_attribute,0.0,19
<img src=x onerror=,html_tag,0.0,19
<img src=x onerror=,script_block,0.0,19
<img src=x onerror=,url_href,0.0,19
<svg onload,html_attribute,0.0,11
<svg onload,html_tag,0.0,11
<svg onload,script_block,0.0,11
<svg onload,url_href,0.0,11
href=link,html_attribute,0.0,9
href=link,html_tag,0.0,9
href=link,script_block,0.0,9
href=link,url_href,0.0,9
src=image,html_attribute,0.0,9
src=image,html_tag,0.0,9
src=image,script_block,0.0,9
src=image,url_href,0.0,9
value=test,html_attribute,0.0,10
value=test,html_tag,0.0,10
value=test,script_block,0.0,10
value=test,url_href,0.0,10
type=text,html_attribute,0.0,9
type=text,html_tag,0.0,9
type=text,script_block,0.0,9
type=text,url_href,0.0,9
<scr<script>ipt>alert(1)</scr</script>ipt>,html_text,0.0,42
<scr<script>ipt>alert(1)</scr</script>ipt>,html_attribute,0.0,42
<scr<script>ipt>alert(1)</scr</script>ipt>,html_tag,0.0,42
<scr<script>ipt>alert(1)</scr</script>ipt>,script_block,0.0,42
<scr<script>ipt>alert(1)</scr</script>ipt>,url_href,0.0,42
javascript:alert(1),html_attribute,0.0,19
javascript:alert(1),html_tag,0.0,19
javascript:alert(1),script_block,0.0,19
;alert(1);//,html_text,0.0,12
;alert(1);//,html_attribute,0.0,12
;alert(1);//,html_tag,0.0,12
;alert(1);//,script_block,0.0,12
;alert(1);//,url_href,0.0,12
""";alert(1);//",html_text,0.0,13
""";alert(1);//",html_attribute,0.0,13
""";alert(1);//",html_tag,0.0,13
""";alert(1);//",url_href,0.0,13
""";alert(1);//",script_block,0.0,13
%3Cscript%3Ealert(1)%3C%2Fscript%3E,html_text,0.0,35
%3Cscript%3Ealert(1)%3C%2Fscript%3E,html_tag,0.0,35
%3Cscript%3Ealert(1)%3C%2Fscript%3E,html_attribute,0.0,35
%3Cscript%3Ealert(1)%3C%2Fscript%3E,script_block,0.0,35
%3Cscript%3Ealert(1)%3C%2Fscript%3E,url_href,0.0,35
`;alert(1);//,html_text,0.0,13
`;alert(1);//,html_attribute,0.0,13
`;alert(1);//,html_tag,0.0,13
`;alert(1);//,script_block,0.0,13
`;alert(1);//,url_href,0.0,13
""" onmouseover=alert(1) """,html_text,0.0,24
""" onmouseover=alert(1) """,html_tag,0.0,24
""" onmouseover=alert(1) """,script_block,0.0,24
""" onmouseover=alert(1) """,url_href,0.0,24
""" onclick=alert(1) """,html_text,0.0,20
""" onclick=alert(1) """,html_tag,0.0,20
""" onclick=alert(1) """,url_href,0.0,20
""" onclick=alert(1) """,script_block,0.0,20
""" onmouseenter=alert(1) """,html_text,0.0,25
""" onmouseenter=alert(1) """,html_tag,0.0,25
""" onmouseenter=alert(1) """,script_block,0.0,25
""" onmouseenter=alert(1) """,url_href,0.0,25
""" onmouseleave=alert(1) """,html_tag,0.0,25
""" onmouseleave=alert(1) """,script_block,0.0,25
""" onmouseleave=alert(1) """,html_text,0.0,25
""" onkeyup=alert(1) """,html_text,0.0,20
""" onkeyup=alert(1) """,html_tag,0.0,20
""" onkeyup=alert(1) """,script_block,0.0,20
""" oninput=alert(1) """,html_tag,0.0,20
""" oninput=alert(1) """,html_text,0.0,20
""" oninput=alert(1) """,script_block,0.0,20
;alert(document.domain);//,html_text,0.0,26
;alert(document.domain);//,html_attribute,0.0,26
;alert(document.domain);//,html_tag,0.0,26
;alert(document.domain);//,url_href,0.0,26
""";confirm(1);//",html_text,0.0,15
""";confirm(1);//",html_tag,0.0,15
""";confirm(1);//",html_attribute,0.0,15
""";confirm(1);//",url_href,0.0,15
""";prompt(1);//",html_text,0.0,14
""";prompt(1);//",html_attribute,0.0,14
""";prompt(1);//",html_tag,0.0,14
""";prompt(1);//",url_href,0.0,14
""";alert(document.cookie);//",html_tag,0.0,27
""";alert(document.cookie);//",html_text,0.0,27
""";alert(document.cookie);//",html_attribute,0.0,27
""";alert(document.cookie);//",url_href,0.0,27
""";alert(location);//",html_text,0.0,20
""";alert(location);//",html_attribute,0.0,20
""";alert(location);//",html_tag,0.0,20
""";alert(window.origin);//",html_text,0.0,25
""";alert(window.origin);//",html_tag,0.0,25
""";alert(window.origin);//",html_attribute,0.0,25
</pre><marquee onstart=alert(1)>,html_tag,0.0,32
</pre><marquee onstart=alert(1)>,html_text,0.0,32
</pre><marquee onstart=alert(1)>,html_attribute,0.0,32
</pre><marquee onstart=alert(1)>,script_block,0.0,32
;alert(navigator.userAgent);//,html_tag,0.0,30
;alert(navigator.userAgent);//,html_attribute,0.0,30
;alert(navigator.userAgent);//,html_text,0.0,30
;alert(navigator.userAgent);//,url_href,0.0,30
;alert(document.title);//,html_text,0.0,25
;alert(document.title);//,html_tag,0.0,25
;alert(document.title);//,html_attribute,0.0,25
;alert(document.title);//,url_href,0.0,25
;alert(history.length);//,html_text,0.0,25
;alert(history.length);//,html_attribute,0.0,25
;alert(history.length);//,html_tag,0.0,25
;alert(history.length);//,url_href,0.0,25
"data:text/html,<script>alert(1)</script>",html_text,0.0,40
"data:text/html,<script>alert(1)</script>",html_attribute,0.0,40
"data:text/html,<script>alert(1)</script>",html_tag,0.0,40
"data:text/html,<script>alert(1)</script>",script_block,0.0,40
"data:text/html,<script>alert(1)</script>",url_href,0.0,40
"data:text/html,<script>alert(document.domain)</script>",html_text,0.0,54
"data:text/html,<script>alert(document.domain)</script>",html_attribute,0.0,54
"data:text/html,<script>alert(document.domain)</script>",html_tag,0.0,54
"data:text/html,<script>alert(document.domain)</script>",url_href,0.0,54
"data:text/html,<script>alert(document.domain)</script>",script_block,0.0,54
"data:text/html,<img src=x onerror=alert(1)>",html_text,0.0,43
"data:text/html,<img src=x onerror=alert(1)>",html_attribute,0.0,43
"data:text/html,<img src=x onerror=alert(1)>",html_tag,0.0,43
"data:text/html,<img src=x onerror=alert(1)>",script_block,0.0,43
"data:text/html,<img src=x onerror=alert(1)>",url_href,0.0,43
"data:text/html,<svg onload=alert(1)>",html_text,0.0,36
"data:text/html,<svg onload=alert(1)>",html_tag,0.0,36
"data:text/html,<svg onload=alert(1)>",html_attribute,0.0,36
"data:text/html,<svg onload=alert(1)>",script_block,0.0,36
"data:text/html,<svg onload=alert(1)>",url_href,0.0,36
"data:text/html,<script>confirm(1)</script>",html_text,0.0,42
"data:text/html,<script>confirm(1)</script>",html_tag,0.0,42
"data:text/html,<script>confirm(1)</script>",html_attribute,0.0,42
"data:text/html,<script>confirm(1)</script>",script_block,0.0,42
"data:text/html,<script>confirm(1)</script>",url_href,0.0,42
"data:text/html,<script>prompt(1)</script>",html_text,0.0,41
"data:text/html,<script>prompt(1)</script>",html_tag,0.0,41
"data:text/html,<script>prompt(1)</script>",html_attribute,0.0,41
"data:text/html,<script>prompt(1)</script>",script_block,0.0,41
"data:text/html,<script>prompt(1)</script>",url_href,0.0,41
"data:text/html,<script>alert(document.cookie)</script>",html_text,0.0,54
"data:text/html,<script>alert(document.cookie)</script>",html_attribute,0.0,54
"data:text/html,<script>alert(document.cookie)</script>",html_tag,0.0,54
"data:text/html,<script>alert(document.cookie)</script>",script_block,0.0,54
"data:text/html,<script>alert(document.cookie)</script>",url_href,0.0,54
</pre><svg/onload=alert`1`>,html_text,0.0,27
</pre><svg/onload=alert`1`>,html_attribute,0.0,27
</pre><svg/onload=alert`1`>,script_block,0.0,27
</pre><svg/onload=alert`1`>,url_href,0.0,27
</pre><img src=x onerror=alert`1`>,html_text,0.0,34
</pre><img src=x onerror=alert`1`>,html_attribute,0.0,34
</pre><img src=x onerror=alert`1`>,script_block,0.0,34
</pre><img src=x onerror=alert`1`>,url_href,0.0,34
</pre><details open ontoggle=alert(1)>,html_text,0.0,38
</pre><details open ontoggle=alert(1)>,html_attribute,0.0,38
</pre><details open ontoggle=alert(1)>,script_block,0.0,38
</pre><details open ontoggle=alert(1)>,url_href,0.0,38
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_text,0.0,53
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_attribute,0.0,53
</pre><marquee onmouseover=alert(1)>hover me</marquee,script_block,0.0,53
</pre><marquee onmouseover=alert(1)>hover me</marquee,url_href,0.0,53
</pre><body onload=alert(1)>,html_text,0.0,28
</pre><body onload=alert(1)>,html_attribute,0.0,28
</pre><body onload=alert(1)>,script_block,0.0,28
</pre><body onload=alert(1)>,url_href,0.0,28
<IMG SRC=x ONERROR=alert(1)>,html_text,0.0,28
<IMG SRC=x ONERROR=alert(1)>,html_attribute,0.0,28
<IMG SRC=x ONERROR=alert(1)>,script_block,0.0,28
<IMG SRC=x ONERROR=alert(1)>,url_href,0.0,28
<svg OnLoAd=alert(1)>,html_text,0.0,21
<svg OnLoAd=alert(1)>,html_attribute,0.0,21
<svg OnLoAd=alert(1)>,script_block,0.0,21
<svg OnLoAd=alert(1)>,url_href,0.0,21
<svg/onload=alert(String.fromCharCode(49))>,html_text,0.0,43
<svg/onload=alert(String.fromCharCode(49))>,html_attribute,0.0,43
<svg/onload=alert(String.fromCharCode(49))>,script_block,0.0,43
<svg/onload=alert(String.fromCharCode(49))>,url_href,0.0,43
<img src=x onerror=alert&#40;1&#41;>,html_text,0.0,36
<img src=x onerror=alert&#40;1&#41;>,html_attribute,0.0,36
<img src=x onerror=alert&#40;1&#41;>,script_block,0.0,36
<img src=x onerror=alert&#40;1&#41;>,url_href,0.0,36
<img src=x onerror=alert&#x28;1&#x29;>,html_text,0.0,38
<img src=x onerror=alert&#x28;1&#x29;>,html_attribute,0.0,38
<img src=x onerror=alert&#x28;1&#x29;>,script_block,0.0,38
<img src=x onerror=alert&#x28;1&#x29;>,url_href,0.0,38
<svg/onload=alert(1)>,html_text,0.0,21
<svg/onload=alert(1)>,html_attribute,0.0,21
<svg/onload=alert(1)>,script_block,0.0,21
<svg/onload=alert(1)>,url_href,0.0,21
<svg/onload=alert`XSS`>,html_text,0.0,23
<svg/onload=alert`XSS`>,html_attribute,0.0,23
<svg/onload=alert`XSS`>,script_block,0.0,23
<svg/onload=alert`XSS`>,url_href,0.0,23
<img src=x onerror=alert(1)//>,html_text,0.0,30
<img src=x onerror=alert(1)//>,html_attribute,0.0,30
<img src=x onerror=alert(1)//>,script_block,0.0,30
<img src=x onerror=alert(1)//>,url_href,0.0,30
<img src=x onerror=alert(1)//,html_text,0.0,29
<img src=x onerror=alert(1)//,html_attribute,0.0,29
<img src=x onerror=alert(1)//,script_block,0.0,29
<img src=x onerror=alert(1)//,url_href,0.0,29
<svg/onload=confirm`1`>,html_text,0.0,23
<svg/onload=confirm`1`>,html_attribute,0.0,23
<svg/onload=confirm`1`>,script_block,0.0,23
<svg/onload=confirm`1`>,url_href,0.0,23
autofocus onfocus=alert(1) x=,html_text,0.0,29
autofocus onfocus=alert(1) x=,html_attribute,0.0,29
autofocus onfocus=alert(1) x=,script_block,0.0,29
autofocus onfocus=alert(1) x=,url_href,0.0,29
onpointerover=alert(1),html_text,0.0,22
onpointerover=alert(1),html_attribute,0.0,22
onpointerover=alert(1),url_href,0.0,22
onpointerover=alert(1),script_block,0.0,22
<meter onmouseover=alert(1)>,html_text,0.0,28
<meter onmouseover=alert(1)>,html_attribute,0.0,28
<meter onmouseover=alert(1)>,script_block,0.0,28
<meter onmouseover=alert(1)>,url_href,0.0,28
"<iframe srcdoc=""<script>alert(1)</script>"">",html_text,0.0,43
"<iframe srcdoc=""<script>alert(1)</script>"">",html_attribute,0.0,43
"<iframe srcdoc=""<script>alert(1)</script>"">",script_block,0.0,43
"<iframe srcdoc=""<script>alert(1)</script>"">",url_href,0.0,43
<iframe src=javascript:alert(1)>,html_text,0.0,32
<iframe src=javascript:alert(1)>,html_attribute,0.0,32
<iframe src=javascript:alert(1)>,script_block,0.0,32
<iframe src=javascript:alert(1)>,url_href,0.0,32
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_text,0.0,55
"<iframe src=""data:text/html,<script>alert(1)</script>"">",html_attribute,0.0,55
"<iframe src=""data:text/html,<script>alert(1)</script>"">",script_block,0.0,55
"<iframe src=""data:text/html,<script>alert(1)</script>"">",url_href,0.0,55
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_text,0.0,46
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_attribute,0.0,46
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",script_block,0.0,46
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",url_href,0.0,46
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_text,0.0,39
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_attribute,0.0,39
"<iframe srcdoc=""<svg onload=alert(1)>"">",script_block,0.0,39
"<iframe srcdoc=""<svg onload=alert(1)>"">",url_href,0.0,39
><svg/onload=alert(1)>,html_text,0.0,22
><svg/onload=alert(1)>,script_block,0.0,22
><svg/onload=alert(1)>,url_href,0.0,22
><img src=x onerror=alert(1)>,html_text,0.0,29
><img src=x onerror=alert(1)>,script_block,0.0,29
><img src=x onerror=alert(1)>,url_href,0.0,29
</script><svg/onload=alert(1)>,html_text,0.0,30
</script><svg/onload=alert(1)>,html_attribute,0.0,30
</script><svg/onload=alert(1)>,url_href,0.0,30
</title><svg/onload=alert(1)>,html_text,0.0,29
</title><svg/onload=alert(1)>,html_attribute,0.0,29
</title><svg/onload=alert(1)>,script_block,0.0,29
</title><svg/onload=alert(1)>,url_href,0.0,29
</textarea><svg/onload=alert(1)>,html_text,0.0,32
</textarea><svg/onload=alert(1)>,html_attribute,0.0,32
</textarea><svg/onload=alert(1)>,script_block,0.0,32
</textarea><svg/onload=alert(1)>,url_href,0.0,32
javascript:alert`1`,html_text,0.0,19
javascript:alert`1`,html_attribute,0.0,19
javascript:alert`1`,html_tag,0.0,19
javascript:alert`1`,script_block,0.0,19
javascript:alert(String.fromCharCode(49)),html_text,0.0,41
javascript:alert(String.fromCharCode(49)),html_tag,0.0,41
javascript:alert(String.fromCharCode(49)),html_attribute,0.0,41
javascript:alert(String.fromCharCode(49)),script_block,0.0,41
javascript:confirm`1`,html_text,0.0,21
javascript:confirm`1`,html_tag,0.0,21
javascript:confirm`1`,html_attribute,0.0,21
javascript:confirm`1`,script_block,0.0,21
javascript:prompt`1`,html_text,0.0,20
javascript:prompt`1`,html_attribute,0.0,20
javascript:prompt`1`,html_tag,0.0,20
javascript:prompt`1`,script_block,0.0,20
"data:text/html,<svg/onload=alert(1)>",html_text,0.0,36
"data:text/html,<svg/onload=alert(1)>",html_attribute,0.0,36
"data:text/html,<svg/onload=alert(1)>",html_tag,0.0,36
"data:text/html,<svg/onload=alert(1)>",script_block,0.0,36
"data:text/html,<svg/onload=alert(1)>",url_href,0.0,36
